CAR_NUMBER,AGGRESSIVENESS,PAY_TOLL_TIME,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED,BOOTH_PAID_AT,FINAL_LANE
0,0.8352776650457351,22.082997852603764,3.0,0.0,0.0,19.0,true,0,0,0
2,1.0781351829003598,15.64920613461937,6.0,0.0,0.0,16.0,true,0,0,0
4,0.9429882826364812,12.958355612846583,9.0,0.0,0.0,17.0,true,0,0,0
7,1.056806560833379,15.513098873984754,15.0,0.0,0.0,15.0,true,0,0,0
8,0.9935162361620087,5.262585910595481,16.0,0.0,0.0,16.0,true,0,0,0
9,1.0986548211896592,20.198850638749708,18.0,0.0,0.0,15.0,true,0,0,0
10,1.1970360075962692,14.972339338536022,20.0,0.0,0.0,14.0,true,0,0,0
11,0.9266471397508026,12.492444145105747,21.0,0.0,0.0,17.0,true,0,0,0
18,1.169737833358623,19.848877487972203,37.0,0.0,0.0,14.0,true,0,0,0
22,1.0453745858147783,16.343488560985623,43.0,0.0,0.0,16.0,true,0,0,0
12,0.9927974522909669,15.281436755226423,26.0,10.0,26.0,41.5,false,1,1,0
17,0.9910460073535445,15.483094398396302,36.0,0.0,0.0,37.0,true,0,0,0
24,0.8037642197068576,14.046057845419691,45.0,0.0,0.0,28.0,true,0,0,0
1,1.2173708323038988,19.22659318033436,5.0,8.0,28.0,70.0,false,2,2,0
3,1.01599598820242,11.85687056948533,7.0,10.0,22.0,67.5,false,1,1,0
19,0.8864848633158797,19.0557156004733,38.0,0.0,0.0,36.0,true,0,0,0
27,1.098453760398117,19.323491329123808,52.0,0.0,0.0,24.0,true,0,0,0
6,1.0935869795079132,15.898412807361089,13.0,9.0,35.0,65.0,false,2,2,0
33,1.0505718793484822,13.470498931569315,69.0,0.0,0.0,15.0,true,0,0,0
5,0.7670546786906475,17.96884236889045,12.0,13.0,54.0,74.0,false,2,2,0
36,1.0669369789770993,15.260335333197512,72.0,0.0,0.0,16.0,true,0,0,0
13,1.0350520936888628,16.63280631361441,28.0,10.0,40.0,61.5,false,1,1,0
34,0.8655724346239954,13.660886099598667,70.0,0.0,0.0,19.0,true,0,0,0
35,0.8859060903197506,18.400712911065483,71.0,0.0,0.0,18.0,true,0,0,0
37,0.9801391558531135,14.694870257215339,73.0,0.0,0.0,17.0,true,0,0,0
21,0.9305581799371259,16.498881027670123,42.0,11.0,40.0,62.0,false,2,2,0
42,0.9778330937377495,16.012076287977735,85.0,0.0,0.0,18.0,true,0,0,0
14,1.087420007325267,15.283275231779935,31.0,9.0,52.0,73.5,false,1,1,0
39,0.7059072862082132,15.052798502139794,81.0,0.0,0.0,23.0,true,0,0,0
43,0.9912414999368505,10.878689345385563,91.0,0.0,0.0,16.0,true,0,0,0
44,0.8893368367907946,15.642033447503547,93.0,0.0,0.0,18.0,true,0,0,0
45,1.0363852270826015,14.837813243100237,95.0,0.0,0.0,16.0,true,0,0,0
46,1.0490410078280834,10.573415352906528,98.0,0.0,0.0,15.0,true,0,0,0
47,1.05330268713984,9.238778798788594,100.0,0.0,0.0,15.0,true,0,0,0
15,1.1259581724032357,15.617108764385984,33.0,9.0,65.0,83.5,false,1,1,0
48,1.237580798646929,12.853135886736464,105.0,0.0,0.0,13.0,true,0,0,0
23,0.7433339509248,18.854097817363666,44.0,14.0,56.0,89.0,false,2,2,0
16,1.2797845477495498,10.174406493060225,35.0,8.0,73.0,109.5,false,1,1,0
52,0.8226497981616288,10.34169701584104,119.0,0.0,0.0,25.0,true,0,0,0
53,1.1446427339874954,16.610149164426545,121.0,0.0,0.0,23.0,true,0,0,0
55,1.0901146465835878,17.066561757697496,127.0,0.0,0.0,23.0,true,0,0,0
57,1.0509203745358693,17.99939547574781,130.0,0.0,0.0,20.0,true,0,0,0
25,0.9054236458649477,16.258416835776018,48.0,11.0,68.0,104.0,false,2,2,0
20,0.9963814216304393,14.728585184915739,40.0,10.0,82.0,128.5,false,1,1,0
59,1.0990189138779867,11.115747786991367,134.0,0.0,0.0,34.0,true,0,0,0
61,1.079369129952946,16.98882483006741,140.0,0.0,0.0,28.0,true,0,0,0
26,0.9970397161066388,16.904241350692537,51.0,10.0,81.0,119.0,false,2,2,0
63,1.0353207517003606,13.453660447912855,149.0,0.0,0.0,20.0,true,0,0,0
29,0.9336422474095354,16.603976181705473,54.0,11.0,107.0,124.0,false,2,2,0
38,0.9716051924545425,13.023252700898754,78.0,10.0,57.0,104.5,false,1,1,0
