CAR_NUMBER,AGGRESSIVENESS,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED,FINAL_LANE
70,0.8142440639778916,250.0,12.0,58.0,74.0,false,1,0
82,0.873526259945382,304.0,0.0,0.0,19.0,true,0,0
84,1.169913549718732,309.0,0.0,0.0,14.0,true,0,0
85,0.9939795659846176,315.0,0.0,0.0,16.0,true,0,0
87,0.8618695716366074,325.0,0.0,0.0,22.0,true,0,0
88,0.8398354969668296,328.0,0.0,0.0,19.0,true,0,0
69,0.9591936604162802,245.0,10.0,70.0,105.0,false,2,0
75,1.0832505600954256,275.0,9.0,68.0,90.0,false,2,0
72,1.100265204005109,253.0,9.0,69.0,112.0,false,1,0
74,0.908417335878162,266.0,11.0,63.0,100.0,false,2,0
93,1.2092289541373655,360.0,0.0,0.0,14.0,true,0,0
76,1.071790802188494,280.0,9.0,56.0,100.0,false,1,0
94,0.6535886856970827,366.0,0.0,0.0,30.0,true,0,0
79,0.962899445525252,291.0,10.0,59.0,107.0,false,1,0
83,0.9644708047764923,305.0,10.0,52.0,94.0,false,2,0
95,1.026227294557606,372.0,0.0,0.0,25.0,true,0,0
89,0.9992579468379937,352.0,10.0,25.0,48.0,false,2,0
90,0.9121056456474009,353.0,11.0,38.0,63.0,false,2,0
96,0.9179040772438222,373.0,0.0,0.0,41.0,true,0,0
97,0.949826945322823,374.0,11.0,26.0,41.0,false,1,0
100,0.7470421131824541,387.0,0.0,0.0,27.0,true,0,0
104,0.9530363193785577,397.0,0.0,0.0,17.0,true,0,0
86,0.889185113671052,324.0,11.0,40.0,92.0,false,1,0
102,1.0128021514315144,393.0,0.0,0.0,22.0,true,0,0
