CAR_NUMBER,START_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
21070,84831,18.0,true,0
21063,84805,48.0,false,2
21071,84835,18.0,true,0
21072,84836,18.0,true,0
21056,84762,95.0,false,1
21074,84840,18.0,true,0
21075,84841,18.0,true,0
21065,84808,59.0,false,2
21057,84763,108.0,false,1
21077,84854,18.0,true,0
21078,84855,18.0,true,0
21079,84862,18.0,true,0
21068,84815,66.0,false,2
21073,84837,48.0,false,1
21069,84828,67.0,false,2
21076,84844,55.0,false,1
21080,84864,49.0,false,1
21083,84896,18.0,true,0
21081,84883,48.0,false,2
21088,84918,18.0,true,0
21082,84888,57.0,false,2
21090,84928,18.0,true,0
21084,84899,60.0,false,2
21086,84911,48.0,false,1
21092,84941,18.0,true,0
21093,84944,18.0,true,0
21095,84950,18.0,true,0
21096,84952,18.0,true,0
21085,84905,68.0,false,2
21087,84916,57.0,false,1
21089,84926,61.0,false,1
21094,84946,48.0,false,2
21102,84982,18.0,true,0
21091,84930,71.0,false,1
21103,84986,18.0,true,0
21097,84957,51.0,false,2
21104,84992,18.0,true,0
21105,84993,18.0,true,0
21106,84995,18.0,true,0
21098,84958,64.0,false,2
21107,85004,18.0,true,0
21108,85009,18.0,true,0
21109,85011,18.0,true,0
21110,85012,18.0,true,0
21111,85014,18.0,true,0
21099,84962,74.0,false,2
21113,85027,18.0,true,0
21114,85028,18.0,true,0
21100,84967,83.0,false,2
21101,84968,96.0,false,2
21119,85050,18.0,true,0
21112,85026,48.0,false,1
21123,85061,18.0,true,0
21125,85069,18.0,true,0
21115,85030,58.0,false,1
21116,85033,69.0,false,1
21131,85084,18.0,true,0
21121,85057,48.0,false,2
21132,85091,18.0,true,0
21117,85038,78.0,false,1
21135,85100,18.0,true,0
21122,85058,61.0,false,2
21137,85110,18.0,true,0
21118,85039,91.0,false,1
21124,85064,69.0,false,2
21138,85115,18.0,true,0
21120,85052,92.0,false,1
21126,85073,74.0,false,2
21133,85093,65.0,false,1
21144,85141,18.0,true,0
21127,85077,84.0,false,2
21147,85147,18.0,true,0
21134,85098,74.0,false,1
21128,85078,97.0,false,2
21148,85159,18.0,true,0
21150,85166,18.0,true,0
21136,85102,84.0,false,1
21151,85169,18.0,true,0
21129,85079,110.0,false,2
21153,85181,18.0,true,0
21139,85116,84.0,false,1
21130,85083,120.0,false,2
21155,85187,18.0,true,0
21156,85188,18.0,true,0
21157,85191,18.0,true,0
21140,85128,86.0,false,1
21145,85143,74.0,false,2
21141,85131,97.0,false,1
21146,85146,85.0,false,2
21160,85223,18.0,true,0
21142,85133,109.0,false,1
21149,85161,84.0,false,2
21143,85136,120.0,false,1
21152,85173,86.0,false,2
21163,85244,18.0,true,0
21158,85204,66.0,false,1
21154,85184,89.0,false,2
21166,85257,18.0,true,0
21168,85263,18.0,true,0
21159,85215,69.0,false,1
21169,85266,18.0,true,0
21161,85227,60.0,false,2
21170,85269,18.0,true,0
21172,85278,18.0,true,0
21173,85282,18.0,true,0
21162,85240,61.0,false,2
21165,85253,48.0,false,1
21175,85285,18.0,true,0
21176,85288,18.0,true,0
21164,85249,66.0,false,2
21167,85262,53.0,false,1
21179,85302,18.0,true,0
21180,85305,18.0,true,0
21181,85307,18.0,true,0
21171,85272,57.0,false,1
21185,85316,18.0,true,0
21188,85323,18.0,true,0
21174,85284,59.0,false,1
21190,85325,18.0,true,0
21178,85299,48.0,false,2
