CAR_NUMBER,START_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
0,0,23.0,true,0
3,1,23.0,true,0
4,1,23.0,true,0
5,2,23.0,true,0
6,2,23.0,true,0
7,3,23.0,true,0
9,3,23.0,true,0
10,4,23.0,true,0
13,5,23.0,true,0
16,6,23.0,true,0
17,6,23.0,true,0
22,9,23.0,true,0
23,9,23.0,true,0
24,9,23.0,true,0
1,0,33.0,false,2
26,10,23.0,true,0
2,1,33.0,false,1
27,11,23.0,true,0
28,11,23.0,true,0
29,11,23.0,true,0
32,12,23.0,true,0
34,13,23.0,true,0
37,14,23.0,true,0
39,15,23.0,true,0
40,15,23.0,true,0
46,18,23.0,true,0
49,19,23.0,true,0
50,19,23.0,true,0
51,19,23.0,true,0
53,20,23.0,true,0
54,21,23.0,true,0
55,21,23.0,true,0
56,22,23.0,true,0
57,22,23.0,true,0
11,4,43.0,false,2
60,24,23.0,true,0
61,24,23.0,true,0
62,24,23.0,true,0
8,3,45.0,false,1
63,25,23.0,true,0
65,25,23.0,true,0
66,26,23.0,true,0
67,26,23.0,true,0
69,27,23.0,true,0
70,28,23.0,true,0
71,28,23.0,true,0
74,29,23.0,true,0
77,31,23.0,true,0
78,31,23.0,true,0
84,34,23.0,true,0
85,34,23.0,true,0
86,34,23.0,true,0
88,35,23.0,true,0
89,36,23.0,true,0
93,37,23.0,true,0
12,4,57.0,false,2
94,38,23.0,true,0
95,38,23.0,true,0
14,5,57.0,false,1
97,39,23.0,true,0
98,39,23.0,true,0
99,39,23.0,true,0
100,40,23.0,true,0
101,40,23.0,true,0
104,41,23.0,true,0
105,42,23.0,true,0
106,42,23.0,true,0
107,42,23.0,true,0
108,43,23.0,true,0
112,44,23.0,true,0
114,45,23.0,true,0
115,46,23.0,true,0
117,46,23.0,true,0
120,47,23.0,true,0
121,48,23.0,true,0
123,49,23.0,true,0
125,49,23.0,true,0
126,50,23.0,true,0
127,50,23.0,true,0
128,50,23.0,true,0
130,51,23.0,true,0
18,7,68.0,false,2
133,52,23.0,true,0
135,52,23.0,true,0
136,52,23.0,true,0
