CAR_NUMBER,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
1893,7457.0,11.0,69.0,87.0,false,2
1897,7474.0,11.0,54.0,72.0,false,1
1912,7530.0,0.0,0.0,18.0,true,0
1913,7536.0,0.0,0.0,18.0,true,0
1894,7460.0,11.0,80.0,98.0,false,2
1898,7475.0,11.0,67.0,85.0,false,1
1907,7504.0,11.0,50.0,68.0,false,2
1899,7476.0,11.0,80.0,98.0,false,1
1909,7513.0,11.0,55.0,73.0,false,2
1900,7477.0,11.0,93.0,111.0,false,1
1919,7577.0,0.0,0.0,18.0,true,0
1911,7529.0,11.0,53.0,71.0,false,2
1902,7480.0,11.0,104.0,122.0,false,1
1914,7539.0,11.0,57.0,75.0,false,2
1922,7597.0,0.0,0.0,18.0,true,0
1903,7483.0,11.0,115.0,133.0,false,1
1924,7602.0,0.0,0.0,18.0,true,0
1915,7548.0,11.0,62.0,80.0,false,2
1917,7572.0,11.0,40.0,58.0,false,1
1927,7612.0,0.0,0.0,18.0,true,0
1916,7558.0,11.0,66.0,84.0,false,2
1918,7573.0,11.0,53.0,71.0,false,1
1932,7628.0,0.0,0.0,18.0,true,0
1933,7637.0,0.0,0.0,18.0,true,0
1921,7584.0,11.0,54.0,72.0,false,2
1920,7579.0,11.0,61.0,79.0,false,1
1935,7648.0,0.0,0.0,18.0,true,0
1923,7599.0,11.0,53.0,71.0,false,2
1928,7613.0,11.0,41.0,59.0,false,1
1936,7654.0,0.0,0.0,18.0,true,0
1937,7665.0,0.0,0.0,18.0,true,0
1925,7606.0,11.0,60.0,78.0,false,2
1929,7614.0,11.0,54.0,72.0,false,1
1926,7610.0,11.0,70.0,88.0,false,2
1930,7618.0,11.0,64.0,82.0,false,1
1941,7685.0,0.0,0.0,18.0,true,0
1934,7645.0,11.0,49.0,67.0,false,2
1931,7625.0,11.0,71.0,89.0,false,1
1945,7707.0,0.0,0.0,18.0,true,0
1939,7672.0,11.0,36.0,54.0,false,2
1938,7666.0,11.0,44.0,62.0,false,1
1946,7710.0,0.0,0.0,18.0,true,0
1940,7683.0,11.0,39.0,57.0,false,2
1942,7688.0,11.0,36.0,54.0,false,1
1949,7724.0,0.0,0.0,18.0,true,0
1951,7732.0,0.0,0.0,18.0,true,0
1943,7692.0,11.0,44.0,62.0,false,2
1952,7737.0,0.0,0.0,18.0,true,0
1944,7705.0,11.0,33.0,51.0,false,1
1953,7738.0,0.0,0.0,18.0,true,0
1954,7739.0,0.0,0.0,18.0,true,0
1955,7743.0,0.0,0.0,18.0,true,0
1948,7721.0,11.0,29.0,47.0,false,2
1957,7750.0,0.0,0.0,18.0,true,0
1947,7715.0,11.0,37.0,55.0,false,1
1959,7757.0,0.0,0.0,18.0,true,0
1960,7759.0,0.0,0.0,18.0,true,0
1962,7763.0,0.0,0.0,18.0,true,0
1963,7764.0,0.0,0.0,18.0,true,0
1950,7726.0,11.0,40.0,58.0,false,1
1964,7766.0,0.0,0.0,18.0,true,0
1956,7748.0,11.0,26.0,44.0,false,2
1965,7775.0,0.0,0.0,18.0,true,0
1967,7778.0,0.0,0.0,18.0,true,0
1968,7780.0,0.0,0.0,18.0,true,0
1970,7785.0,0.0,0.0,18.0,true,0
1958,7751.0,11.0,37.0,55.0,false,2
1961,7762.0,11.0,26.0,44.0,false,1
1973,7799.0,0.0,0.0,18.0,true,0
1974,7801.0,0.0,0.0,18.0,true,0
1966,7776.0,11.0,26.0,44.0,false,2
1975,7803.0,0.0,0.0,18.0,true,0
1969,7783.0,11.0,26.0,44.0,false,1
1976,7814.0,0.0,0.0,18.0,true,0
1977,7815.0,0.0,0.0,18.0,true,0
1978,7820.0,0.0,0.0,18.0,true,0
1971,7789.0,11.0,34.0,52.0,false,1
1981,7835.0,0.0,0.0,18.0,true,0
1972,7794.0,11.0,43.0,61.0,false,1
1979,7822.0,11.0,26.0,44.0,false,2
1985,7848.0,0.0,0.0,18.0,true,0
1987,7851.0,0.0,0.0,18.0,true,0
1988,7853.0,0.0,0.0,18.0,true,0
1989,7855.0,0.0,0.0,18.0,true,0
1990,7856.0,0.0,0.0,18.0,true,0
1980,7831.0,11.0,31.0,49.0,false,2
1992,7863.0,0.0,0.0,18.0,true,0
1993,7864.0,0.0,0.0,18.0,true,0
1982,7840.0,11.0,26.0,44.0,false,1
1995,7872.0,0.0,0.0,18.0,true,0
1996,7878.0,0.0,0.0,18.0,true,0
1997,7879.0,0.0,0.0,18.0,true,0
1983,7842.0,11.0,38.0,56.0,false,1
1998,7880.0,0.0,0.0,18.0,true,0
1999,7885.0,0.0,0.0,18.0,true,0
1991,7861.0,11.0,26.0,44.0,false,2
2000,7892.0,0.0,0.0,18.0,true,0
1984,7845.0,11.0,49.0,67.0,false,1
1994,7867.0,11.0,34.0,52.0,false,2
2003,7903.0,0.0,0.0,18.0,true,0
1986,7850.0,11.0,58.0,76.0,false,1
2008,7916.0,0.0,0.0,18.0,true,0
2001,7894.0,11.0,26.0,44.0,false,2
2002,7895.0,11.0,39.0,57.0,false,2
2004,7908.0,11.0,26.0,44.0,false,1
2010,7938.0,0.0,0.0,18.0,true,0
2011,7939.0,0.0,0.0,18.0,true,0
2005,7909.0,11.0,39.0,57.0,false,1
2009,7934.0,11.0,26.0,44.0,false,2
2017,7961.0,0.0,0.0,18.0,true,0
2006,7910.0,11.0,52.0,70.0,false,1
2018,7963.0,0.0,0.0,18.0,true,0
2012,7946.0,11.0,28.0,46.0,false,2
2007,7911.0,11.0,65.0,83.0,false,1
2020,7980.0,0.0,0.0,18.0,true,0
2013,7947.0,11.0,41.0,59.0,false,2
2022,7994.0,0.0,0.0,18.0,true,0
2024,7999.0,0.0,0.0,18.0,true,0
2019,7975.0,11.0,26.0,44.0,false,1
2014,7949.0,11.0,53.0,71.0,false,2
2027,8013.0,0.0,0.0,18.0,true,0
2021,7987.0,11.0,28.0,46.0,false,1
2015,7950.0,11.0,66.0,84.0,false,2
2030,8026.0,0.0,0.0,18.0,true,0
2023,7995.0,11.0,34.0,52.0,false,1
2016,7954.0,11.0,76.0,94.0,false,2
2032,8032.0,0.0,0.0,18.0,true,0
2033,8034.0,0.0,0.0,18.0,true,0
2034,8037.0,0.0,0.0,18.0,true,0
2036,8040.0,0.0,0.0,18.0,true,0
2025,8000.0,11.0,43.0,61.0,false,1
2038,8046.0,0.0,0.0,18.0,true,0
2028,8021.0,11.0,26.0,44.0,false,2
2026,8002.0,11.0,55.0,73.0,false,1
2040,8057.0,0.0,0.0,18.0,true,0
2029,8025.0,11.0,36.0,54.0,false,2
2037,8045.0,11.0,26.0,44.0,false,1
2031,8031.0,11.0,44.0,62.0,false,2
2043,8075.0,0.0,0.0,18.0,true,0
2046,8081.0,0.0,0.0,18.0,true,0
2039,8047.0,11.0,38.0,56.0,false,1
2035,8039.0,11.0,50.0,68.0,false,2
2041,8067.0,11.0,36.0,54.0,false,2
2045,8080.0,11.0,26.0,44.0,false,1
2051,8109.0,0.0,0.0,18.0,true,0
2052,8115.0,0.0,0.0,18.0,true,0
2042,8071.0,11.0,46.0,64.0,false,2
2053,8119.0,0.0,0.0,18.0,true,0
2047,8091.0,11.0,29.0,47.0,false,1
2054,8122.0,0.0,0.0,18.0,true,0
2055,8125.0,0.0,0.0,18.0,true,0
2056,8126.0,0.0,0.0,18.0,true,0
2057,8129.0,0.0,0.0,18.0,true,0
2058,8130.0,0.0,0.0,18.0,true,0
2044,8077.0,11.0,54.0,72.0,false,2
2048,8093.0,11.0,41.0,59.0,false,1
2061,8139.0,0.0,0.0,18.0,true,0
2062,8142.0,0.0,0.0,18.0,true,0
2049,8094.0,11.0,54.0,72.0,false,1
2063,8150.0,0.0,0.0,18.0,true,0
2064,8155.0,0.0,0.0,18.0,true,0
2065,8158.0,0.0,0.0,18.0,true,0
2059,8133.0,11.0,26.0,44.0,false,2
2050,8099.0,11.0,63.0,81.0,false,1
2067,8168.0,0.0,0.0,18.0,true,0
2060,8135.0,11.0,38.0,56.0,false,2
2069,8175.0,0.0,0.0,18.0,true,0
2070,8180.0,0.0,0.0,18.0,true,0
2066,8164.0,11.0,26.0,44.0,false,1
2073,8197.0,0.0,0.0,18.0,true,0
2074,8198.0,0.0,0.0,18.0,true,0
2068,8174.0,11.0,26.0,44.0,false,2
2075,8202.0,0.0,0.0,18.0,true,0
2071,8182.0,11.0,32.0,50.0,false,2
2077,8215.0,0.0,0.0,18.0,true,0
2078,8219.0,0.0,0.0,18.0,true,0
2072,8185.0,11.0,43.0,61.0,false,2
2080,8230.0,0.0,0.0,18.0,true,0
2081,8232.0,0.0,0.0,18.0,true,0
2076,8207.0,11.0,26.0,44.0,false,1
2082,8237.0,0.0,0.0,18.0,true,0
2083,8238.0,0.0,0.0,18.0,true,0
2084,8251.0,0.0,0.0,18.0,true,0
2079,8227.0,11.0,26.0,44.0,false,2
2085,8255.0,0.0,0.0,18.0,true,0
2087,8263.0,0.0,0.0,18.0,true,0
2088,8264.0,0.0,0.0,18.0,true,0
2091,8278.0,0.0,0.0,18.0,true,0
2086,8257.0,11.0,26.0,44.0,false,1
2089,8265.0,11.0,26.0,44.0,false,2
2090,8267.0,11.0,30.0,48.0,false,1
2094,8298.0,0.0,0.0,18.0,true,0
2095,8301.0,0.0,0.0,18.0,true,0
2092,8279.0,11.0,26.0,44.0,false,2
2096,8312.0,0.0,0.0,18.0,true,0
2097,8316.0,0.0,0.0,18.0,true,0
2098,8318.0,0.0,0.0,18.0,true,0
2093,8297.0,11.0,26.0,44.0,false,1
2100,8325.0,0.0,0.0,18.0,true,0
2101,8328.0,0.0,0.0,18.0,true,0
2102,8332.0,0.0,0.0,18.0,true,0
2105,8344.0,0.0,0.0,18.0,true,0
2099,8323.0,11.0,26.0,44.0,false,2
2107,8353.0,0.0,0.0,18.0,true,0
2103,8339.0,11.0,26.0,44.0,false,1
2111,8367.0,0.0,0.0,18.0,true,0
2114,8373.0,0.0,0.0,18.0,true,0
2115,8375.0,0.0,0.0,18.0,true,0
2104,8340.0,11.0,39.0,57.0,false,1
2108,8354.0,11.0,26.0,44.0,false,2
2118,8381.0,0.0,0.0,18.0,true,0
2119,8383.0,0.0,0.0,18.0,true,0
2120,8386.0,0.0,0.0,18.0,true,0
2122,8390.0,0.0,0.0,18.0,true,0
2106,8347.0,11.0,46.0,64.0,false,1
2109,8356.0,11.0,38.0,56.0,false,2
2123,8395.0,0.0,0.0,18.0,true,0
2124,8401.0,0.0,0.0,18.0,true,0
2125,8406.0,0.0,0.0,18.0,true,0
2112,8369.0,11.0,38.0,56.0,false,1
2110,8366.0,11.0,42.0,60.0,false,2
2126,8408.0,0.0,0.0,18.0,true,0
2128,8410.0,0.0,0.0,18.0,true,0
2129,8412.0,0.0,0.0,18.0,true,0
2130,8420.0,0.0,0.0,18.0,true,0
2113,8372.0,11.0,49.0,67.0,false,1
2121,8387.0,11.0,35.0,53.0,false,2
2133,8427.0,0.0,0.0,18.0,true,0
2134,8429.0,0.0,0.0,18.0,true,0
2116,8379.0,11.0,56.0,74.0,false,1
2127,8409.0,11.0,27.0,45.0,false,2
2135,8440.0,0.0,0.0,18.0,true,0
2117,8380.0,11.0,69.0,87.0,false,1
2131,8424.0,11.0,26.0,44.0,false,2
2136,8450.0,0.0,0.0,18.0,true,0
2141,8459.0,0.0,0.0,18.0,true,0
2132,8426.0,11.0,38.0,56.0,false,2
2142,8465.0,0.0,0.0,18.0,true,0
2144,8470.0,0.0,0.0,18.0,true,0
2145,8471.0,0.0,0.0,18.0,true,0
2137,8452.0,11.0,26.0,44.0,false,1
2146,8481.0,0.0,0.0,18.0,true,0
2149,8488.0,0.0,0.0,18.0,true,0
2138,8454.0,11.0,38.0,56.0,false,1
2143,8468.0,11.0,26.0,44.0,false,2
2151,8496.0,0.0,0.0,18.0,true,0
2152,8499.0,0.0,0.0,18.0,true,0
2139,8455.0,11.0,51.0,69.0,false,1
2154,8506.0,0.0,0.0,18.0,true,0
2155,8508.0,0.0,0.0,18.0,true,0
2147,8483.0,11.0,26.0,44.0,false,2
2157,8511.0,0.0,0.0,18.0,true,0
2140,8457.0,11.0,63.0,81.0,false,1
2148,8486.0,11.0,37.0,55.0,false,2
2164,8531.0,0.0,0.0,18.0,true,0
2156,8510.0,11.0,26.0,44.0,false,1
2150,8495.0,11.0,42.0,60.0,false,2
2166,8545.0,0.0,0.0,18.0,true,0
2158,8512.0,11.0,38.0,56.0,false,1
2153,8505.0,11.0,46.0,64.0,false,2
2167,8559.0,0.0,0.0,18.0,true,0
2159,8516.0,11.0,48.0,66.0,false,1
2163,8530.0,11.0,35.0,53.0,false,2
2169,8571.0,0.0,0.0,18.0,true,0
2160,8518.0,11.0,60.0,78.0,false,1
2165,8540.0,11.0,39.0,57.0,false,2
2170,8587.0,0.0,0.0,18.0,true,0
2161,8520.0,11.0,72.0,90.0,false,1
2168,8569.0,11.0,26.0,44.0,false,2
2173,8596.0,0.0,0.0,18.0,true,0
2174,8598.0,0.0,0.0,18.0,true,0
2175,8601.0,0.0,0.0,18.0,true,0
2162,8521.0,11.0,85.0,103.0,false,1
2178,8615.0,0.0,0.0,18.0,true,0
2171,8590.0,11.0,26.0,44.0,false,2
2180,8628.0,0.0,0.0,18.0,true,0
2181,8629.0,0.0,0.0,18.0,true,0
2172,8592.0,11.0,38.0,56.0,false,2
2176,8608.0,11.0,26.0,44.0,false,1
2177,8613.0,11.0,35.0,53.0,false,1
2185,8648.0,0.0,0.0,18.0,true,0
2187,8653.0,0.0,0.0,18.0,true,0
2182,8635.0,11.0,26.0,44.0,false,2
2179,8618.0,11.0,44.0,62.0,false,1
2188,8669.0,0.0,0.0,18.0,true,0
2189,8670.0,0.0,0.0,18.0,true,0
2183,8636.0,11.0,39.0,57.0,false,2
2186,8650.0,11.0,26.0,44.0,false,1
2190,8678.0,0.0,0.0,18.0,true,0
2191,8680.0,0.0,0.0,18.0,true,0
2184,8642.0,11.0,47.0,65.0,false,2
2192,8685.0,11.0,26.0,44.0,false,1
2199,8714.0,0.0,0.0,18.0,true,0
2193,8696.0,11.0,26.0,44.0,false,2
2201,8722.0,0.0,0.0,18.0,true,0
2204,8727.0,0.0,0.0,18.0,true,0
2205,8730.0,0.0,0.0,18.0,true,0
2197,8709.0,11.0,26.0,44.0,false,1
2194,8703.0,11.0,33.0,51.0,false,2
2200,8721.0,11.0,28.0,46.0,false,1
2195,8704.0,11.0,46.0,64.0,false,2
2210,8754.0,0.0,0.0,18.0,true,0
2211,8755.0,0.0,0.0,18.0,true,0
2212,8758.0,0.0,0.0,18.0,true,0
2213,8761.0,0.0,0.0,18.0,true,0
2202,8724.0,11.0,39.0,57.0,false,1
2196,8706.0,11.0,58.0,76.0,false,2
2215,8768.0,0.0,0.0,18.0,true,0
2216,8773.0,0.0,0.0,18.0,true,0
2203,8725.0,11.0,52.0,70.0,false,1
2198,8710.0,11.0,68.0,86.0,false,2
2218,8790.0,0.0,0.0,18.0,true,0
2206,8732.0,11.0,59.0,77.0,false,1
2209,8752.0,11.0,40.0,58.0,false,2
2219,8793.0,0.0,0.0,18.0,true,0
2220,8794.0,0.0,0.0,18.0,true,0
2207,8735.0,11.0,70.0,88.0,false,1
2223,8805.0,0.0,0.0,18.0,true,0
2214,8762.0,11.0,44.0,62.0,false,2
2224,8812.0,0.0,0.0,18.0,true,0
2225,8814.0,0.0,0.0,18.0,true,0
2208,8742.0,11.0,77.0,95.0,false,1
2217,8778.0,11.0,42.0,60.0,false,2
2228,8830.0,0.0,0.0,18.0,true,0
2229,8832.0,0.0,0.0,18.0,true,0
2221,8801.0,11.0,33.0,51.0,false,2
2230,8834.0,0.0,0.0,18.0,true,0
2226,8815.0,11.0,26.0,44.0,false,1
2232,8841.0,0.0,0.0,18.0,true,0
2222,8804.0,11.0,44.0,62.0,false,2
2233,8854.0,0.0,0.0,18.0,true,0
2227,8826.0,11.0,29.0,47.0,false,1
2234,8858.0,0.0,0.0,18.0,true,0
2231,8838.0,11.0,26.0,44.0,false,2
2237,8865.0,0.0,0.0,18.0,true,0
2242,8882.0,0.0,0.0,18.0,true,0
2235,8859.0,11.0,26.0,44.0,false,1
2239,8869.0,11.0,26.0,44.0,false,2
2236,8863.0,11.0,36.0,54.0,false,1
2241,8880.0,11.0,29.0,47.0,false,2
2238,8868.0,11.0,45.0,63.0,false,1
2243,8899.0,11.0,26.0,44.0,false,2
2240,8870.0,11.0,57.0,75.0,false,1
2244,8914.0,11.0,26.0,44.0,false,2
2249,8940.0,0.0,0.0,18.0,true,0
2245,8916.0,11.0,26.0,44.0,false,1
2251,8943.0,0.0,0.0,18.0,true,0
2252,8949.0,0.0,0.0,18.0,true,0
2246,8931.0,11.0,26.0,44.0,false,2
2247,8933.0,11.0,26.0,44.0,false,1
2258,8965.0,0.0,0.0,18.0,true,0
2259,8970.0,0.0,0.0,18.0,true,0
2248,8937.0,11.0,34.0,52.0,false,2
2253,8951.0,11.0,26.0,44.0,false,1
2250,8941.0,11.0,44.0,62.0,false,2
2254,8954.0,11.0,37.0,55.0,false,1
2260,8972.0,11.0,27.0,45.0,false,2
2255,8956.0,11.0,49.0,67.0,false,1
2267,9005.0,0.0,0.0,18.0,true,0
2261,8978.0,11.0,35.0,53.0,false,2
2269,9014.0,0.0,0.0,18.0,true,0
2270,9018.0,0.0,0.0,18.0,true,0
2256,8960.0,11.0,59.0,77.0,false,1
2271,9024.0,0.0,0.0,18.0,true,0
2272,9025.0,0.0,0.0,18.0,true,0
2262,8979.0,11.0,48.0,66.0,false,2
2257,8961.0,11.0,72.0,90.0,false,1
2275,9035.0,0.0,0.0,18.0,true,0
2276,9038.0,0.0,0.0,18.0,true,0
2277,9040.0,0.0,0.0,18.0,true,0
2263,8984.0,11.0,57.0,75.0,false,2
2265,8994.0,11.0,53.0,71.0,false,1
2278,9047.0,0.0,0.0,18.0,true,0
2279,9051.0,0.0,0.0,18.0,true,0
2281,9054.0,0.0,0.0,18.0,true,0
2264,8988.0,11.0,67.0,85.0,false,2
2266,8997.0,11.0,64.0,82.0,false,1
2283,9066.0,0.0,0.0,18.0,true,0
2273,9026.0,11.0,43.0,61.0,false,2
2284,9069.0,0.0,0.0,18.0,true,0
2286,9074.0,0.0,0.0,18.0,true,0
2268,9006.0,11.0,69.0,87.0,false,1
2274,9034.0,11.0,49.0,67.0,false,2
2289,9085.0,0.0,0.0,18.0,true,0
2280,9052.0,11.0,37.0,55.0,false,1
2291,9094.0,0.0,0.0,18.0,true,0
2292,9096.0,0.0,0.0,18.0,true,0
2285,9073.0,11.0,26.0,44.0,false,2
2282,9057.0,11.0,46.0,64.0,false,1
2293,9104.0,0.0,0.0,18.0,true,0
2295,9109.0,0.0,0.0,18.0,true,0
2287,9075.0,11.0,38.0,56.0,false,2
2299,9118.0,0.0,0.0,18.0,true,0
2300,9122.0,0.0,0.0,18.0,true,0
2301,9123.0,0.0,0.0,18.0,true,0
2288,9079.0,11.0,48.0,66.0,false,2
2302,9127.0,0.0,0.0,18.0,true,0
2294,9105.0,11.0,26.0,44.0,false,1
2304,9134.0,0.0,0.0,18.0,true,0
2305,9135.0,0.0,0.0,18.0,true,0
2290,9088.0,11.0,53.0,71.0,false,2
2306,9141.0,0.0,0.0,18.0,true,0
2296,9112.0,11.0,33.0,51.0,false,1
2307,9148.0,0.0,0.0,18.0,true,0
2303,9130.0,11.0,26.0,44.0,false,2
2310,9157.0,0.0,0.0,18.0,true,0
2297,9115.0,11.0,44.0,62.0,false,1
2311,9162.0,0.0,0.0,18.0,true,0
2298,9116.0,11.0,57.0,75.0,false,1
2308,9149.0,11.0,26.0,44.0,false,2
2313,9175.0,0.0,0.0,18.0,true,0
2314,9179.0,0.0,0.0,18.0,true,0
2315,9184.0,0.0,0.0,18.0,true,0
2309,9153.0,11.0,36.0,54.0,false,2
2318,9200.0,0.0,0.0,18.0,true,0
2312,9163.0,11.0,40.0,58.0,false,2
2319,9206.0,0.0,0.0,18.0,true,0
2320,9216.0,0.0,0.0,18.0,true,0
2321,9218.0,0.0,0.0,18.0,true,0
2316,9193.0,11.0,26.0,44.0,false,1
2317,9198.0,11.0,35.0,53.0,false,1
2324,9237.0,0.0,0.0,18.0,true,0
2327,9247.0,0.0,0.0,18.0,true,0
2322,9224.0,11.0,26.0,44.0,false,2
2328,9256.0,0.0,0.0,18.0,true,0
2329,9263.0,0.0,0.0,18.0,true,0
2323,9229.0,11.0,35.0,53.0,false,2
2325,9239.0,11.0,26.0,44.0,false,1
2331,9268.0,0.0,0.0,18.0,true,0
2326,9241.0,11.0,38.0,56.0,false,1
2332,9282.0,0.0,0.0,18.0,true,0
2330,9266.0,11.0,26.0,44.0,false,2
2336,9304.0,0.0,0.0,18.0,true,0
2333,9284.0,11.0,26.0,44.0,false,1
2334,9300.0,11.0,26.0,44.0,false,2
2341,9336.0,0.0,0.0,18.0,true,0
2335,9302.0,11.0,38.0,56.0,false,2
2338,9320.0,11.0,26.0,44.0,false,1
2337,9307.0,11.0,47.0,65.0,false,2
2348,9354.0,0.0,0.0,18.0,true,0
2339,9331.0,11.0,29.0,47.0,false,1
2344,9342.0,11.0,26.0,44.0,false,2
2340,9332.0,11.0,42.0,60.0,false,1
2350,9376.0,0.0,0.0,18.0,true,0
2351,9378.0,0.0,0.0,18.0,true,0
2345,9346.0,11.0,36.0,54.0,false,2
2342,9338.0,11.0,50.0,68.0,false,1
2356,9389.0,0.0,0.0,18.0,true,0
2358,9394.0,0.0,0.0,18.0,true,0
2346,9347.0,11.0,49.0,67.0,false,2
2343,9339.0,11.0,63.0,81.0,false,1
2362,9409.0,0.0,0.0,18.0,true,0
2347,9350.0,11.0,60.0,78.0,false,2
2349,9367.0,11.0,49.0,67.0,false,1
2364,9419.0,0.0,0.0,18.0,true,0
2354,9384.0,11.0,40.0,58.0,false,2
2352,9381.0,11.0,49.0,67.0,false,1
2368,9432.0,0.0,0.0,18.0,true,0
2355,9385.0,11.0,53.0,71.0,false,2
2353,9382.0,11.0,62.0,80.0,false,1
2357,9390.0,11.0,62.0,80.0,false,2
2360,9402.0,11.0,56.0,74.0,false,1
2359,9397.0,11.0,69.0,87.0,false,2
2372,9468.0,0.0,0.0,18.0,true,0
2361,9406.0,11.0,66.0,84.0,false,1
2374,9475.0,0.0,0.0,18.0,true,0
2375,9478.0,0.0,0.0,18.0,true,0
2366,9422.0,11.0,58.0,76.0,false,2
2376,9480.0,0.0,0.0,18.0,true,0
2377,9483.0,0.0,0.0,18.0,true,0
2363,9411.0,11.0,75.0,93.0,false,1
2379,9488.0,0.0,0.0,18.0,true,0
2367,9425.0,11.0,69.0,87.0,false,2
2381,9499.0,0.0,0.0,18.0,true,0
2365,9421.0,11.0,79.0,97.0,false,1
2382,9504.0,0.0,0.0,18.0,true,0
2383,9506.0,0.0,0.0,18.0,true,0
2369,9458.0,11.0,50.0,68.0,false,2
2385,9508.0,0.0,0.0,18.0,true,0
2386,9510.0,0.0,0.0,18.0,true,0
2387,9513.0,0.0,0.0,18.0,true,0
2370,9459.0,11.0,55.0,73.0,false,1
2378,9484.0,11.0,38.0,56.0,false,2
2388,9522.0,0.0,0.0,18.0,true,0
2389,9525.0,0.0,0.0,18.0,true,0
2371,9466.0,11.0,62.0,80.0,false,1
2391,9529.0,0.0,0.0,18.0,true,0
2392,9530.0,0.0,0.0,18.0,true,0
2380,9496.0,11.0,40.0,58.0,false,2
2393,9536.0,0.0,0.0,18.0,true,0
2373,9470.0,11.0,72.0,90.0,false,1
2395,9543.0,0.0,0.0,18.0,true,0
2396,9544.0,0.0,0.0,18.0,true,0
2384,9507.0,11.0,43.0,61.0,false,2
2390,9527.0,11.0,29.0,47.0,false,1
2400,9559.0,0.0,0.0,18.0,true,0
2394,9540.0,11.0,26.0,44.0,false,2
2402,9570.0,0.0,0.0,18.0,true,0
2405,9577.0,0.0,0.0,18.0,true,0
2398,9552.0,11.0,26.0,44.0,false,1
2397,9551.0,11.0,29.0,47.0,false,2
2399,9556.0,11.0,36.0,54.0,false,1
2408,9592.0,0.0,0.0,18.0,true,0
2403,9574.0,11.0,26.0,44.0,false,2
2409,9600.0,0.0,0.0,18.0,true,0
2401,9566.0,11.0,40.0,58.0,false,1
2412,9608.0,0.0,0.0,18.0,true,0
2413,9609.0,0.0,0.0,18.0,true,0
2404,9576.0,11.0,38.0,56.0,false,2
2415,9615.0,0.0,0.0,18.0,true,0
2416,9616.0,0.0,0.0,18.0,true,0
2407,9590.0,11.0,30.0,48.0,false,1
2417,9620.0,0.0,0.0,18.0,true,0
2418,9622.0,0.0,0.0,18.0,true,0
2419,9624.0,0.0,0.0,18.0,true,0
2420,9626.0,0.0,0.0,18.0,true,0
2406,9586.0,11.0,42.0,60.0,false,2
2421,9630.0,0.0,0.0,18.0,true,0
2422,9631.0,0.0,0.0,18.0,true,0
2423,9632.0,0.0,0.0,18.0,true,0
2410,9601.0,11.0,33.0,51.0,false,1
2424,9635.0,0.0,0.0,18.0,true,0
2425,9642.0,0.0,0.0,18.0,true,0
2426,9644.0,0.0,0.0,18.0,true,0
2411,9604.0,11.0,44.0,62.0,false,1
2430,9660.0,0.0,0.0,18.0,true,0
2414,9611.0,11.0,51.0,69.0,false,1
2431,9666.0,0.0,0.0,18.0,true,0
2427,9646.0,11.0,26.0,44.0,false,2
2433,9672.0,0.0,0.0,18.0,true,0
2434,9674.0,0.0,0.0,18.0,true,0
2436,9677.0,0.0,0.0,18.0,true,0
2438,9682.0,0.0,0.0,18.0,true,0
2429,9658.0,11.0,26.0,44.0,false,1
2439,9684.0,0.0,0.0,18.0,true,0
2428,9653.0,11.0,33.0,51.0,false,2
2432,9669.0,11.0,29.0,47.0,false,1
2444,9699.0,0.0,0.0,18.0,true,0
2437,9678.0,11.0,26.0,44.0,false,2
2445,9708.0,0.0,0.0,18.0,true,0
2435,9675.0,11.0,37.0,55.0,false,1
2441,9688.0,11.0,30.0,48.0,false,2
2447,9719.0,0.0,0.0,18.0,true,0
2449,9723.0,0.0,0.0,18.0,true,0
2450,9724.0,0.0,0.0,18.0,true,0
2440,9686.0,11.0,40.0,58.0,false,1
2452,9729.0,0.0,0.0,18.0,true,0
2442,9693.0,11.0,39.0,57.0,false,2
2454,9734.0,0.0,0.0,18.0,true,0
2446,9713.0,11.0,27.0,45.0,false,1
2456,9741.0,0.0,0.0,18.0,true,0
2443,9698.0,11.0,48.0,66.0,false,2
2448,9721.0,11.0,33.0,51.0,false,1
2453,9733.0,11.0,27.0,45.0,false,2
2451,9727.0,11.0,41.0,59.0,false,1
2455,9740.0,11.0,34.0,52.0,false,2
2457,9742.0,11.0,46.0,64.0,false,2
2458,9764.0,11.0,26.0,44.0,false,1
2467,9799.0,0.0,0.0,18.0,true,0
2459,9767.0,11.0,37.0,55.0,false,1
2462,9779.0,11.0,26.0,44.0,false,2
2469,9808.0,0.0,0.0,18.0,true,0
2460,9771.0,11.0,47.0,65.0,false,1
2463,9785.0,11.0,34.0,52.0,false,2
2470,9820.0,0.0,0.0,18.0,true,0
2461,9776.0,11.0,56.0,74.0,false,1
2473,9832.0,0.0,0.0,18.0,true,0
2464,9791.0,11.0,42.0,60.0,false,2
2474,9834.0,0.0,0.0,18.0,true,0
2475,9838.0,0.0,0.0,18.0,true,0
2476,9841.0,0.0,0.0,18.0,true,0
2478,9844.0,0.0,0.0,18.0,true,0
2479,9846.0,0.0,0.0,18.0,true,0
2465,9795.0,11.0,52.0,70.0,false,2
2480,9850.0,0.0,0.0,18.0,true,0
2471,9826.0,11.0,26.0,44.0,false,1
2482,9856.0,0.0,0.0,18.0,true,0
2466,9798.0,11.0,63.0,81.0,false,2
2472,9830.0,11.0,36.0,54.0,false,1
2468,9801.0,11.0,74.0,92.0,false,2
