CAR_NUMBER,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
12378,49326.0,11.0,69.0,87.0,false,2
12393,49395.0,0.0,0.0,18.0,true,0
12384,49349.0,11.0,56.0,74.0,false,1
12379,49334.0,11.0,75.0,93.0,false,2
12396,49410.0,0.0,0.0,18.0,true,0
12397,49412.0,0.0,0.0,18.0,true,0
12387,49361.0,11.0,58.0,76.0,false,1
12389,49379.0,11.0,44.0,62.0,false,2
12399,49428.0,0.0,0.0,18.0,true,0
12400,49431.0,0.0,0.0,18.0,true,0
12390,49380.0,11.0,53.0,71.0,false,1
12401,49435.0,0.0,0.0,18.0,true,0
12391,49390.0,11.0,47.0,65.0,false,2
12402,49440.0,0.0,0.0,18.0,true,0
12398,49421.0,11.0,26.0,44.0,false,1
12394,49397.0,11.0,54.0,72.0,false,2
12403,49452.0,0.0,0.0,18.0,true,0
12406,49459.0,0.0,0.0,18.0,true,0
12408,49464.0,0.0,0.0,18.0,true,0
12395,49398.0,11.0,67.0,85.0,false,2
12410,49473.0,0.0,0.0,18.0,true,0
12404,49453.0,11.0,26.0,44.0,false,1
12411,49484.0,0.0,0.0,18.0,true,0
12409,49466.0,11.0,26.0,44.0,false,2
12405,49454.0,11.0,39.0,57.0,false,1
12407,49463.0,11.0,44.0,62.0,false,1
12417,49507.0,0.0,0.0,18.0,true,0
12412,49487.0,11.0,26.0,44.0,false,2
12419,49521.0,0.0,0.0,18.0,true,0
12420,49524.0,0.0,0.0,18.0,true,0
12413,49490.0,11.0,37.0,55.0,false,2
12421,49527.0,0.0,0.0,18.0,true,0
12422,49528.0,0.0,0.0,18.0,true,0
12416,49504.0,11.0,26.0,44.0,false,1
12423,49534.0,0.0,0.0,18.0,true,0
12424,49535.0,0.0,0.0,18.0,true,0
12425,49539.0,0.0,0.0,18.0,true,0
12414,49500.0,11.0,41.0,59.0,false,2
12426,49543.0,0.0,0.0,18.0,true,0
12418,49513.0,11.0,31.0,49.0,false,1
12427,49545.0,0.0,0.0,18.0,true,0
12429,49552.0,0.0,0.0,18.0,true,0
12415,49501.0,11.0,54.0,72.0,false,2
12428,49549.0,11.0,26.0,44.0,false,1
12432,49577.0,0.0,0.0,18.0,true,0
12430,49556.0,11.0,26.0,44.0,false,2
12431,49574.0,11.0,26.0,44.0,false,2
12436,49601.0,0.0,0.0,18.0,true,0
12433,49581.0,11.0,26.0,44.0,false,1
12438,49614.0,0.0,0.0,18.0,true,0
12439,49618.0,0.0,0.0,18.0,true,0
12434,49588.0,11.0,33.0,51.0,false,1
12440,49623.0,0.0,0.0,18.0,true,0
12435,49590.0,11.0,45.0,63.0,false,1
12437,49613.0,11.0,26.0,44.0,false,2
12444,49640.0,0.0,0.0,18.0,true,0
12445,49642.0,0.0,0.0,18.0,true,0
12447,49645.0,0.0,0.0,18.0,true,0
12449,49648.0,0.0,0.0,18.0,true,0
12441,49625.0,11.0,26.0,44.0,false,1
12450,49654.0,0.0,0.0,18.0,true,0
12451,49656.0,0.0,0.0,18.0,true,0
12443,49637.0,11.0,26.0,44.0,false,2
12442,49630.0,11.0,35.0,53.0,false,1
12453,49665.0,0.0,0.0,18.0,true,0
12454,49667.0,0.0,0.0,18.0,true,0
12455,49668.0,0.0,0.0,18.0,true,0
12456,49669.0,0.0,0.0,18.0,true,0
12457,49670.0,0.0,0.0,18.0,true,0
12458,49671.0,0.0,0.0,18.0,true,0
12446,49643.0,11.0,34.0,52.0,false,2
12452,49657.0,11.0,26.0,44.0,false,1
12461,49683.0,0.0,0.0,18.0,true,0
12462,49690.0,0.0,0.0,18.0,true,0
12448,49646.0,11.0,45.0,63.0,false,2
12463,49693.0,0.0,0.0,18.0,true,0
12459,49674.0,11.0,26.0,44.0,false,1
12466,49701.0,0.0,0.0,18.0,true,0
12460,49678.0,11.0,27.0,45.0,false,2
12469,49713.0,0.0,0.0,18.0,true,0
12464,49694.0,11.0,26.0,44.0,false,2
12473,49722.0,0.0,0.0,18.0,true,0
12476,49729.0,0.0,0.0,18.0,true,0
12477,49732.0,0.0,0.0,18.0,true,0
12465,49696.0,11.0,38.0,56.0,false,2
12467,49709.0,11.0,26.0,44.0,false,1
12479,49740.0,0.0,0.0,18.0,true,0
12481,49744.0,0.0,0.0,18.0,true,0
12482,49748.0,0.0,0.0,18.0,true,0
12468,49711.0,11.0,38.0,56.0,false,1
12474,49723.0,11.0,26.0,44.0,false,2
12470,49715.0,11.0,48.0,66.0,false,1
12475,49724.0,11.0,39.0,57.0,false,2
12483,49763.0,0.0,0.0,18.0,true,0
12487,49775.0,0.0,0.0,18.0,true,0
12471,49718.0,11.0,59.0,77.0,false,1
12478,49733.0,11.0,44.0,62.0,false,2
12491,49784.0,0.0,0.0,18.0,true,0
12472,49719.0,11.0,72.0,90.0,false,1
12480,49742.0,11.0,49.0,67.0,false,2
12495,49801.0,0.0,0.0,18.0,true,0
12484,49769.0,11.0,36.0,54.0,false,1
12485,49770.0,11.0,35.0,53.0,false,2
12496,49811.0,0.0,0.0,18.0,true,0
12497,49817.0,0.0,0.0,18.0,true,0
12486,49774.0,11.0,45.0,63.0,false,2
12489,49779.0,11.0,40.0,58.0,false,1
12498,49820.0,0.0,0.0,18.0,true,0
12499,49823.0,0.0,0.0,18.0,true,0
12500,49824.0,0.0,0.0,18.0,true,0
12503,49831.0,0.0,0.0,18.0,true,0
12488,49777.0,11.0,56.0,74.0,false,2
12492,49788.0,11.0,45.0,63.0,false,1
12504,49838.0,0.0,0.0,18.0,true,0
12490,49782.0,11.0,65.0,83.0,false,2
12493,49791.0,11.0,56.0,74.0,false,1
12505,49851.0,0.0,0.0,18.0,true,0
12506,49859.0,0.0,0.0,18.0,true,0
12494,49793.0,11.0,68.0,86.0,false,1
12501,49829.0,11.0,32.0,50.0,false,2
12507,49861.0,0.0,0.0,18.0,true,0
12502,49830.0,11.0,45.0,63.0,false,2
12511,49882.0,0.0,0.0,18.0,true,0
12508,49873.0,11.0,26.0,44.0,false,1
12509,49875.0,11.0,38.0,56.0,false,1
12519,49915.0,0.0,0.0,18.0,true,0
12513,49891.0,11.0,26.0,44.0,false,2
12520,49917.0,0.0,0.0,18.0,true,0
12521,49918.0,0.0,0.0,18.0,true,0
12522,49919.0,0.0,0.0,18.0,true,0
12523,49920.0,0.0,0.0,18.0,true,0
12524,49922.0,0.0,0.0,18.0,true,0
12510,49881.0,11.0,46.0,64.0,false,1
12514,49894.0,11.0,37.0,55.0,false,2
12527,49936.0,0.0,0.0,18.0,true,0
12512,49884.0,11.0,57.0,75.0,false,1
12515,49896.0,11.0,49.0,67.0,false,2
12525,49931.0,11.0,26.0,44.0,false,1
12533,49957.0,0.0,0.0,18.0,true,0
12534,49958.0,0.0,0.0,18.0,true,0
12516,49901.0,11.0,58.0,76.0,false,2
12526,49934.0,11.0,37.0,55.0,false,1
12517,49903.0,11.0,70.0,88.0,false,2
12538,49975.0,0.0,0.0,18.0,true,0
12528,49939.0,11.0,46.0,64.0,false,1
12541,49985.0,0.0,0.0,18.0,true,0
12518,49905.0,11.0,82.0,100.0,false,2
12543,49997.0,0.0,0.0,18.0,true,0
12544,49998.0,0.0,0.0,18.0,true,0
12529,49948.0,11.0,51.0,69.0,false,1
12531,49951.0,11.0,50.0,68.0,false,2
12545,50007.0,0.0,0.0,18.0,true,0
12530,49950.0,11.0,63.0,81.0,false,1
12546,50014.0,0.0,0.0,18.0,true,0
12535,49968.0,11.0,47.0,65.0,false,2
12548,50021.0,0.0,0.0,18.0,true,0
12549,50023.0,0.0,0.0,18.0,true,0
12532,49952.0,11.0,75.0,93.0,false,1
12536,49970.0,11.0,59.0,77.0,false,2
12550,50029.0,0.0,0.0,18.0,true,0
12551,50032.0,0.0,0.0,18.0,true,0
12539,49982.0,11.0,59.0,77.0,false,1
12537,49972.0,11.0,71.0,89.0,false,2
12555,50046.0,0.0,0.0,18.0,true,0
12556,50049.0,0.0,0.0,18.0,true,0
12557,50054.0,0.0,0.0,18.0,true,0
12540,49983.0,11.0,72.0,90.0,false,1
12547,50020.0,11.0,37.0,55.0,false,2
12558,50057.0,0.0,0.0,18.0,true,0
12559,50058.0,0.0,0.0,18.0,true,0
12561,50064.0,0.0,0.0,18.0,true,0
12562,50068.0,0.0,0.0,18.0,true,0
12542,49990.0,11.0,79.0,97.0,false,1
12552,50041.0,11.0,30.0,48.0,false,2
12553,50043.0,11.0,42.0,60.0,false,2
12560,50061.0,11.0,26.0,44.0,false,1
12565,50087.0,0.0,0.0,18.0,true,0
12567,50091.0,0.0,0.0,18.0,true,0
12568,50092.0,0.0,0.0,18.0,true,0
12554,50045.0,11.0,54.0,72.0,false,2
12572,50104.0,0.0,0.0,18.0,true,0
12563,50082.0,11.0,26.0,44.0,false,1
12573,50110.0,0.0,0.0,18.0,true,0
12574,50111.0,0.0,0.0,18.0,true,0
12564,50086.0,11.0,27.0,45.0,false,2
12575,50117.0,0.0,0.0,18.0,true,0
12566,50088.0,11.0,34.0,52.0,false,1
12576,50122.0,0.0,0.0,18.0,true,0
12577,50123.0,0.0,0.0,18.0,true,0
12578,50125.0,0.0,0.0,18.0,true,0
12569,50101.0,11.0,26.0,44.0,false,2
12579,50134.0,0.0,0.0,18.0,true,0
12580,50139.0,0.0,0.0,18.0,true,0
12570,50102.0,11.0,39.0,57.0,false,2
12581,50144.0,0.0,0.0,18.0,true,0
12583,50150.0,0.0,0.0,18.0,true,0
12571,50103.0,11.0,52.0,70.0,false,2
12586,50165.0,0.0,0.0,18.0,true,0
12582,50147.0,11.0,26.0,44.0,false,1
12584,50157.0,11.0,30.0,48.0,false,1
12585,50161.0,11.0,26.0,44.0,false,2
12593,50187.0,0.0,0.0,18.0,true,0
12587,50167.0,11.0,34.0,52.0,false,2
12591,50179.0,11.0,26.0,44.0,false,1
12588,50170.0,11.0,45.0,63.0,false,2
12592,50186.0,11.0,33.0,51.0,false,1
12594,50219.0,0.0,0.0,18.0,true,0
12596,50225.0,0.0,0.0,18.0,true,0
12589,50174.0,11.0,55.0,73.0,false,2
12598,50237.0,0.0,0.0,18.0,true,0
12590,50177.0,11.0,66.0,84.0,false,2
12595,50220.0,11.0,26.0,44.0,false,1
12602,50246.0,0.0,0.0,18.0,true,0
12597,50226.0,11.0,34.0,52.0,false,1
12599,50239.0,11.0,26.0,44.0,false,2
12604,50265.0,0.0,0.0,18.0,true,0
12605,50266.0,0.0,0.0,18.0,true,0
12606,50267.0,0.0,0.0,18.0,true,0
12607,50271.0,0.0,0.0,18.0,true,0
12608,50277.0,0.0,0.0,18.0,true,0
12600,50243.0,11.0,36.0,54.0,false,2
12603,50263.0,11.0,26.0,44.0,false,1
12601,50244.0,11.0,49.0,67.0,false,2
12612,50299.0,0.0,0.0,18.0,true,0
12613,50303.0,0.0,0.0,18.0,true,0
12609,50279.0,11.0,26.0,44.0,false,1
12617,50315.0,0.0,0.0,18.0,true,0
12610,50294.0,11.0,26.0,44.0,false,2
12620,50329.0,0.0,0.0,18.0,true,0
12621,50330.0,0.0,0.0,18.0,true,0
12614,50306.0,11.0,26.0,44.0,false,1
12611,50298.0,11.0,36.0,54.0,false,2
12615,50312.0,11.0,34.0,52.0,false,1
12619,50328.0,11.0,26.0,44.0,false,2
12626,50356.0,0.0,0.0,18.0,true,0
12628,50358.0,0.0,0.0,18.0,true,0
12616,50314.0,11.0,46.0,64.0,false,1
12629,50364.0,0.0,0.0,18.0,true,0
12622,50336.0,11.0,32.0,50.0,false,2
12631,50373.0,0.0,0.0,18.0,true,0
12618,50323.0,11.0,51.0,69.0,false,1
12632,50379.0,0.0,0.0,18.0,true,0
12623,50338.0,11.0,44.0,62.0,false,2
12625,50352.0,11.0,36.0,54.0,false,1
12638,50392.0,0.0,0.0,18.0,true,0
12624,50349.0,11.0,47.0,65.0,false,2
12627,50357.0,11.0,45.0,63.0,false,1
12640,50403.0,0.0,0.0,18.0,true,0
12633,50381.0,11.0,29.0,47.0,false,2
12630,50366.0,11.0,50.0,68.0,false,1
12644,50419.0,0.0,0.0,18.0,true,0
12646,50422.0,0.0,0.0,18.0,true,0
12634,50382.0,11.0,42.0,60.0,false,2
12648,50428.0,0.0,0.0,18.0,true,0
12649,50429.0,0.0,0.0,18.0,true,0
12639,50395.0,11.0,35.0,53.0,false,1
12652,50436.0,0.0,0.0,18.0,true,0
12635,50383.0,11.0,55.0,73.0,false,2
12654,50443.0,0.0,0.0,18.0,true,0
12641,50407.0,11.0,37.0,55.0,false,1
12636,50385.0,11.0,67.0,85.0,false,2
12656,50452.0,0.0,0.0,18.0,true,0
12642,50411.0,11.0,47.0,65.0,false,1
12637,50388.0,11.0,78.0,96.0,false,2
12643,50416.0,11.0,56.0,74.0,false,1
12647,50425.0,11.0,55.0,73.0,false,2
12662,50483.0,0.0,0.0,18.0,true,0
12645,50420.0,11.0,66.0,84.0,false,1
12650,50431.0,11.0,63.0,81.0,false,2
12665,50494.0,0.0,0.0,18.0,true,0
12667,50499.0,0.0,0.0,18.0,true,0
12655,50449.0,11.0,51.0,69.0,false,1
12669,50503.0,0.0,0.0,18.0,true,0
12651,50435.0,11.0,73.0,91.0,false,2
12670,50511.0,0.0,0.0,18.0,true,0
12671,50512.0,0.0,0.0,18.0,true,0
12657,50455.0,11.0,59.0,77.0,false,1
12653,50441.0,11.0,81.0,99.0,false,2
12673,50524.0,0.0,0.0,18.0,true,0
12661,50474.0,11.0,54.0,72.0,false,1
12676,50534.0,0.0,0.0,18.0,true,0
12658,50467.0,11.0,69.0,87.0,false,2
12677,50539.0,0.0,0.0,18.0,true,0
12663,50488.0,11.0,54.0,72.0,false,1
12680,50547.0,0.0,0.0,18.0,true,0
12659,50470.0,11.0,80.0,98.0,false,2
12664,50492.0,11.0,64.0,82.0,false,1
12660,50472.0,11.0,92.0,110.0,false,2
12666,50495.0,11.0,75.0,93.0,false,1
12672,50514.0,11.0,64.0,82.0,false,2
12684,50580.0,0.0,0.0,18.0,true,0
12685,50582.0,0.0,0.0,18.0,true,0
12668,50500.0,11.0,84.0,102.0,false,1
12686,50589.0,0.0,0.0,18.0,true,0
12687,50590.0,0.0,0.0,18.0,true,0
12674,50526.0,11.0,66.0,84.0,false,2
12689,50594.0,0.0,0.0,18.0,true,0
12679,50544.0,11.0,54.0,72.0,false,1
12692,50602.0,0.0,0.0,18.0,true,0
12675,50530.0,11.0,76.0,94.0,false,2
12693,50606.0,0.0,0.0,18.0,true,0
12681,50548.0,11.0,64.0,82.0,false,1
12695,50615.0,0.0,0.0,18.0,true,0
12696,50616.0,0.0,0.0,18.0,true,0
12678,50540.0,11.0,80.0,98.0,false,2
12682,50564.0,11.0,62.0,80.0,false,1
12688,50593.0,11.0,41.0,59.0,false,2
12698,50636.0,0.0,0.0,18.0,true,0
12700,50639.0,0.0,0.0,18.0,true,0
12683,50569.0,11.0,71.0,89.0,false,1
12690,50599.0,11.0,49.0,67.0,false,2
12697,50631.0,11.0,26.0,44.0,false,1
12691,50601.0,11.0,61.0,79.0,false,2
12702,50663.0,0.0,0.0,18.0,true,0
12704,50668.0,0.0,0.0,18.0,true,0
12699,50638.0,11.0,33.0,51.0,false,1
12705,50674.0,0.0,0.0,18.0,true,0
12694,50609.0,11.0,67.0,85.0,false,2
12708,50689.0,0.0,0.0,18.0,true,0
12701,50655.0,11.0,35.0,53.0,false,2
12703,50665.0,11.0,39.0,57.0,false,2
12706,50680.0,11.0,26.0,44.0,false,1
12711,50710.0,0.0,0.0,18.0,true,0
12707,50687.0,11.0,33.0,51.0,false,1
12709,50694.0,11.0,26.0,44.0,false,2
12715,50720.0,0.0,0.0,18.0,true,0
12717,50722.0,0.0,0.0,18.0,true,0
12720,50729.0,0.0,0.0,18.0,true,0
12710,50695.0,11.0,39.0,57.0,false,1
12712,50714.0,11.0,26.0,44.0,false,2
12724,50742.0,0.0,0.0,18.0,true,0
12719,50727.0,11.0,26.0,44.0,false,1
12713,50716.0,11.0,38.0,56.0,false,2
12725,50761.0,0.0,0.0,18.0,true,0
12727,50764.0,0.0,0.0,18.0,true,0
12721,50737.0,11.0,30.0,48.0,false,1
12714,50718.0,11.0,50.0,68.0,false,2
12731,50779.0,0.0,0.0,18.0,true,0
12722,50738.0,11.0,43.0,61.0,false,1
12716,50721.0,11.0,61.0,79.0,false,2
12733,50782.0,0.0,0.0,18.0,true,0
12723,50740.0,11.0,55.0,73.0,false,1
12718,50726.0,11.0,70.0,88.0,false,2
12736,50803.0,0.0,0.0,18.0,true,0
12737,50804.0,0.0,0.0,18.0,true,0
12738,50807.0,0.0,0.0,18.0,true,0
12726,50763.0,11.0,46.0,64.0,false,1
12739,50809.0,0.0,0.0,18.0,true,0
12728,50772.0,11.0,38.0,56.0,false,2
12740,50819.0,0.0,0.0,18.0,true,0
12741,50820.0,0.0,0.0,18.0,true,0
12742,50821.0,0.0,0.0,18.0,true,0
12729,50773.0,11.0,50.0,68.0,false,1
12730,50778.0,11.0,46.0,64.0,false,2
12748,50836.0,0.0,0.0,18.0,true,0
12732,50780.0,11.0,58.0,76.0,false,2
12743,50822.0,11.0,26.0,44.0,false,1
12751,50848.0,0.0,0.0,18.0,true,0
12734,50786.0,11.0,66.0,84.0,false,2
12744,50824.0,11.0,38.0,56.0,false,1
12735,50790.0,11.0,76.0,94.0,false,2
12753,50873.0,0.0,0.0,18.0,true,0
12745,50830.0,11.0,46.0,64.0,false,1
12750,50844.0,11.0,36.0,54.0,false,2
12755,50888.0,0.0,0.0,18.0,true,0
12756,50889.0,0.0,0.0,18.0,true,0
12746,50831.0,11.0,59.0,77.0,false,1
12757,50894.0,0.0,0.0,18.0,true,0
12752,50869.0,11.0,26.0,44.0,false,2
12747,50833.0,11.0,71.0,89.0,false,1
12754,50878.0,11.0,31.0,49.0,false,2
12749,50841.0,11.0,77.0,95.0,false,1
12767,50926.0,0.0,0.0,18.0,true,0
12768,50928.0,0.0,0.0,18.0,true,0
12758,50903.0,11.0,26.0,44.0,false,2
12770,50932.0,0.0,0.0,18.0,true,0
12771,50934.0,0.0,0.0,18.0,true,0
12760,50909.0,11.0,26.0,44.0,false,1
12772,50937.0,0.0,0.0,18.0,true,0
12773,50938.0,0.0,0.0,18.0,true,0
12774,50939.0,0.0,0.0,18.0,true,0
12775,50942.0,0.0,0.0,18.0,true,0
12759,50905.0,11.0,38.0,56.0,false,2
12763,50918.0,11.0,31.0,49.0,false,1
12778,50951.0,0.0,0.0,18.0,true,0
12761,50910.0,11.0,47.0,65.0,false,2
12764,50919.0,11.0,44.0,62.0,false,1
12783,50963.0,0.0,0.0,18.0,true,0
12762,50916.0,11.0,55.0,73.0,false,2
12787,50973.0,0.0,0.0,18.0,true,0
12765,50921.0,11.0,56.0,74.0,false,1
12788,50977.0,0.0,0.0,18.0,true,0
12789,50978.0,0.0,0.0,18.0,true,0
12790,50979.0,0.0,0.0,18.0,true,0
12791,50984.0,0.0,0.0,18.0,true,0
12776,50944.0,11.0,41.0,59.0,false,2
12792,50987.0,0.0,0.0,18.0,true,0
12793,50990.0,0.0,0.0,18.0,true,0
12766,50923.0,11.0,68.0,86.0,false,1
12777,50948.0,11.0,51.0,69.0,false,2
12769,50929.0,11.0,76.0,94.0,false,1
12779,50953.0,11.0,60.0,78.0,false,2
12797,51014.0,0.0,0.0,18.0,true,0
12798,51015.0,0.0,0.0,18.0,true,0
12785,50966.0,11.0,53.0,71.0,false,1
12800,51024.0,0.0,0.0,18.0,true,0
12780,50955.0,11.0,72.0,90.0,false,2
12803,51031.0,0.0,0.0,18.0,true,0
12786,50972.0,11.0,61.0,79.0,false,1
12804,51034.0,0.0,0.0,18.0,true,0
12805,51036.0,0.0,0.0,18.0,true,0
12781,50957.0,11.0,84.0,102.0,false,2
12808,51046.0,0.0,0.0,18.0,true,0
12794,50991.0,11.0,56.0,74.0,false,1
12782,50958.0,11.0,97.0,115.0,false,2
12809,51056.0,0.0,0.0,18.0,true,0
12795,51009.0,11.0,52.0,70.0,false,1
12811,51061.0,0.0,0.0,18.0,true,0
12812,51062.0,0.0,0.0,18.0,true,0
12814,51068.0,0.0,0.0,18.0,true,0
12784,50964.0,11.0,105.0,123.0,false,2
12796,51010.0,11.0,65.0,83.0,false,1
12817,51079.0,0.0,0.0,18.0,true,0
12801,51026.0,11.0,57.0,75.0,false,2
12799,51020.0,11.0,69.0,87.0,false,1
12802,51029.0,11.0,68.0,86.0,false,2
12820,51101.0,0.0,0.0,18.0,true,0
12807,51042.0,11.0,61.0,79.0,false,1
12806,51040.0,11.0,71.0,89.0,false,2
12813,51067.0,11.0,50.0,68.0,false,1
12810,51058.0,11.0,67.0,85.0,false,2
12822,51126.0,0.0,0.0,18.0,true,0
12823,51127.0,0.0,0.0,18.0,true,0
12815,51071.0,11.0,60.0,78.0,false,1
12824,51134.0,0.0,0.0,18.0,true,0
12819,51091.0,11.0,48.0,66.0,false,2
12816,51078.0,11.0,67.0,85.0,false,1
12821,51114.0,11.0,39.0,57.0,false,2
12826,51154.0,0.0,0.0,18.0,true,0
12827,51155.0,0.0,0.0,18.0,true,0
12818,51080.0,11.0,79.0,97.0,false,1
12828,51159.0,0.0,0.0,18.0,true,0
12829,51160.0,0.0,0.0,18.0,true,0
12831,51167.0,0.0,0.0,18.0,true,0
12825,51135.0,11.0,38.0,56.0,false,1
12833,51175.0,0.0,0.0,18.0,true,0
12836,51190.0,0.0,0.0,18.0,true,0
12830,51166.0,11.0,26.0,44.0,false,2
12837,51198.0,0.0,0.0,18.0,true,0
12838,51199.0,0.0,0.0,18.0,true,0
12839,51202.0,0.0,0.0,18.0,true,0
12832,51168.0,11.0,38.0,56.0,false,2
12840,51207.0,0.0,0.0,18.0,true,0
12835,51182.0,11.0,26.0,44.0,false,1
12841,51209.0,0.0,0.0,18.0,true,0
12834,51177.0,11.0,43.0,61.0,false,2
12845,51232.0,0.0,0.0,18.0,true,0
12842,51211.0,11.0,26.0,44.0,false,1
12846,51239.0,0.0,0.0,18.0,true,0
12847,51245.0,0.0,0.0,18.0,true,0
12843,51220.0,11.0,31.0,49.0,false,1
12849,51252.0,0.0,0.0,18.0,true,0
12844,51230.0,11.0,26.0,44.0,false,2
12851,51261.0,0.0,0.0,18.0,true,0
12852,51266.0,0.0,0.0,18.0,true,0
12853,51269.0,0.0,0.0,18.0,true,0
12848,51247.0,11.0,26.0,44.0,false,2
12856,51276.0,0.0,0.0,18.0,true,0
12850,51257.0,11.0,26.0,44.0,false,1
12854,51271.0,11.0,26.0,44.0,false,2
12860,51297.0,0.0,0.0,18.0,true,0
12862,51300.0,0.0,0.0,18.0,true,0
12865,51308.0,0.0,0.0,18.0,true,0
12857,51284.0,11.0,26.0,44.0,false,1
12855,51274.0,11.0,37.0,55.0,false,2
12867,51314.0,0.0,0.0,18.0,true,0
12869,51316.0,0.0,0.0,18.0,true,0
12870,51320.0,0.0,0.0,18.0,true,0
12858,51289.0,11.0,35.0,53.0,false,1
12871,51324.0,0.0,0.0,18.0,true,0
12861,51298.0,11.0,27.0,45.0,false,2
12875,51333.0,0.0,0.0,18.0,true,0
12876,51334.0,0.0,0.0,18.0,true,0
12859,51294.0,11.0,44.0,62.0,false,1
12877,51338.0,0.0,0.0,18.0,true,0
12863,51302.0,11.0,37.0,55.0,false,2
12880,51343.0,0.0,0.0,18.0,true,0
12881,51346.0,0.0,0.0,18.0,true,0
12868,51315.0,11.0,37.0,55.0,false,1
12864,51304.0,11.0,49.0,67.0,false,2
12885,51356.0,0.0,0.0,18.0,true,0
12887,51363.0,0.0,0.0,18.0,true,0
12872,51328.0,11.0,38.0,56.0,false,1
12866,51310.0,11.0,57.0,75.0,false,2
12888,51367.0,0.0,0.0,18.0,true,0
12890,51371.0,0.0,0.0,18.0,true,0
12873,51330.0,11.0,50.0,68.0,false,1
12879,51342.0,11.0,39.0,57.0,false,2
12891,51384.0,0.0,0.0,18.0,true,0
12892,51387.0,0.0,0.0,18.0,true,0
12893,51390.0,0.0,0.0,18.0,true,0
12874,51331.0,11.0,63.0,81.0,false,1
12896,51394.0,0.0,0.0,18.0,true,0
12882,51349.0,11.0,46.0,64.0,false,2
12897,51396.0,0.0,0.0,18.0,true,0
12898,51397.0,0.0,0.0,18.0,true,0
12899,51402.0,0.0,0.0,18.0,true,0
12878,51339.0,11.0,69.0,87.0,false,1
12883,51352.0,11.0,57.0,75.0,false,2
12901,51409.0,0.0,0.0,18.0,true,0
12903,51418.0,0.0,0.0,18.0,true,0
12904,51419.0,0.0,0.0,18.0,true,0
12905,51420.0,0.0,0.0,18.0,true,0
12889,51369.0,11.0,53.0,71.0,false,1
12906,51422.0,0.0,0.0,18.0,true,0
12884,51355.0,11.0,68.0,86.0,false,2
12907,51424.0,0.0,0.0,18.0,true,0
12908,51430.0,0.0,0.0,18.0,true,0
12909,51434.0,0.0,0.0,18.0,true,0
12894,51392.0,11.0,44.0,62.0,false,1
12886,51357.0,11.0,80.0,98.0,false,2
12911,51441.0,0.0,0.0,18.0,true,0
12912,51443.0,0.0,0.0,18.0,true,0
12913,51445.0,0.0,0.0,18.0,true,0
12914,51449.0,0.0,0.0,18.0,true,0
12895,51393.0,11.0,57.0,75.0,false,1
12900,51408.0,11.0,43.0,61.0,false,2
12915,51452.0,0.0,0.0,18.0,true,0
12918,51460.0,0.0,0.0,18.0,true,0
12919,51461.0,0.0,0.0,18.0,true,0
12920,51462.0,0.0,0.0,18.0,true,0
12902,51414.0,11.0,51.0,69.0,false,2
12910,51439.0,11.0,26.0,44.0,false,1
12923,51468.0,0.0,0.0,18.0,true,0
12916,51455.0,11.0,26.0,44.0,false,2
12917,51457.0,11.0,26.0,44.0,false,1
12921,51465.0,11.0,30.0,48.0,false,2
12930,51498.0,0.0,0.0,18.0,true,0
12925,51475.0,11.0,26.0,44.0,false,1
12931,51502.0,0.0,0.0,18.0,true,0
12922,51466.0,11.0,43.0,61.0,false,2
12934,51509.0,0.0,0.0,18.0,true,0
12935,51513.0,0.0,0.0,18.0,true,0
12936,51514.0,0.0,0.0,18.0,true,0
12926,51480.0,11.0,35.0,53.0,false,1
12924,51471.0,11.0,52.0,70.0,false,2
12927,51482.0,11.0,47.0,65.0,false,1
12929,51496.0,11.0,41.0,59.0,false,2
12939,51537.0,0.0,0.0,18.0,true,0
12940,51540.0,0.0,0.0,18.0,true,0
12941,51542.0,0.0,0.0,18.0,true,0
12928,51493.0,11.0,50.0,68.0,false,1
12942,51548.0,0.0,0.0,18.0,true,0
12943,51550.0,0.0,0.0,18.0,true,0
12932,51504.0,11.0,47.0,65.0,false,2
12937,51529.0,11.0,28.0,46.0,false,1
12944,51560.0,0.0,0.0,18.0,true,0
12933,51505.0,11.0,60.0,78.0,false,2
12947,51568.0,0.0,0.0,18.0,true,0
12938,51533.0,11.0,38.0,56.0,false,1
12945,51566.0,11.0,26.0,44.0,false,2
12954,51600.0,0.0,0.0,18.0,true,0
12956,51604.0,0.0,0.0,18.0,true,0
12949,51579.0,11.0,26.0,44.0,false,1
12957,51605.0,0.0,0.0,18.0,true,0
12946,51567.0,11.0,39.0,57.0,false,2
12950,51585.0,11.0,34.0,52.0,false,1
12962,51619.0,0.0,0.0,18.0,true,0
12948,51571.0,11.0,49.0,67.0,false,2
12965,51629.0,0.0,0.0,18.0,true,0
12951,51586.0,11.0,47.0,65.0,false,1
12955,51603.0,11.0,31.0,49.0,false,2
12967,51635.0,0.0,0.0,18.0,true,0
12952,51591.0,11.0,56.0,74.0,false,1
12969,51647.0,0.0,0.0,18.0,true,0
12958,51607.0,11.0,41.0,59.0,false,2
12970,51652.0,0.0,0.0,18.0,true,0
12953,51595.0,11.0,66.0,84.0,false,1
12959,51609.0,11.0,53.0,71.0,false,2
12974,51663.0,0.0,0.0,18.0,true,0
