CAR_NUMBER,AGGRESSIVENESS,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED,FINAL_LANE
107,0.9110980598474153,388.0,0.0,0.0,18.0,true,0,0
79,0.8962892209766895,266.0,11.0,129.0,146.0,false,2,1
110,0.8426773178007978,397.0,0.0,0.0,19.0,true,0,0
83,1.0326815380981442,286.0,10.0,120.0,135.0,false,1,1
87,1.0608458255798476,298.0,9.0,111.0,127.0,false,2,1
111,0.9403364544238465,416.0,0.0,0.0,17.0,true,0,0
84,1.0084331479374742,287.0,10.0,133.0,148.0,false,1,1
89,0.9324997102817523,302.0,11.0,121.0,138.0,false,2,1
113,1.0095776187585743,428.0,0.0,0.0,16.0,true,0,0
93,0.9308584105198175,317.0,11.0,117.0,133.0,false,1,1
90,0.8845936458861912,310.0,11.0,127.0,144.0,false,2,1
116,0.9916926804065768,443.0,0.0,0.0,16.0,true,0,0
119,1.0383476245981607,446.0,0.0,0.0,16.0,true,0,0
94,1.0492049529949223,323.0,9.0,125.0,140.0,false,1,1
92,1.0745632445113822,313.0,9.0,138.0,153.0,false,2,1
120,1.0929928628944474,457.0,0.0,0.0,15.0,true,0,0
96,1.1053183499805053,345.0,9.0,117.0,131.0,false,1,1
122,0.8464225196596982,462.0,0.0,0.0,19.0,true,0,0
123,0.9742166337923471,464.0,0.0,0.0,17.0,true,0,0
91,0.8900981757893811,312.0,11.0,154.0,171.0,false,2,1
100,1.1429621368482203,365.0,9.0,111.0,125.0,false,1,1
126,0.972015908310765,477.0,0.0,0.0,17.0,true,0,0
104,0.7762757625084018,378.0,13.0,102.0,121.0,false,2,1
127,0.8890441536926015,486.0,0.0,0.0,18.0,true,0,0
128,1.0285939334159946,488.0,0.0,0.0,16.0,true,0,0
112,0.9560807559478045,424.0,10.0,66.0,82.0,false,1,1
106,0.9941806467265766,382.0,10.0,112.0,128.0,false,2,1
129,1.106528667870527,495.0,0.0,0.0,15.0,true,0,0
131,1.0537331248665527,498.0,0.0,0.0,15.0,true,0,0
114,1.1406842123408012,430.0,9.0,74.0,88.0,false,1,1
133,0.9147679519494024,503.0,0.0,0.0,18.0,true,0,0
108,0.98458453124806,389.0,10.0,119.0,135.0,false,2,1
118,1.1791365117525818,445.0,8.0,73.0,87.0,false,1,1
109,1.0304199726170615,392.0,10.0,130.0,146.0,false,2,1
139,0.9737649369643776,521.0,0.0,0.0,17.0,true,0,0
142,1.0131713194457683,533.0,0.0,0.0,16.0,true,0,0
121,1.2066018311400164,461.0,8.0,75.0,90.0,false,2,1
115,0.7867778644138379,442.0,13.0,91.0,109.0,false,1,1
144,1.0890085691709863,546.0,0.0,0.0,15.0,true,0,0
145,1.0919890199578577,547.0,0.0,0.0,15.0,true,0,0
117,0.8229353451848133,444.0,12.0,103.0,120.0,false,1,1
124,0.8611098311896922,465.0,12.0,85.0,103.0,false,2,1
146,0.905343936945733,555.0,0.0,0.0,18.0,true,0,0
130,0.8429031737243724,497.0,12.0,64.0,81.0,false,1,1
125,0.9235131016659911,467.0,11.0,97.0,114.0,false,2,1
147,0.9120768189040507,567.0,0.0,0.0,18.0,true,0,0
148,0.950171545919774,568.0,0.0,0.0,17.0,true,0,0
132,1.000202902437997,499.0,10.0,76.0,91.0,false,1,1
135,0.9966043086596484,512.0,10.0,66.0,82.0,false,2,1
152,0.8452082339263811,577.0,0.0,0.0,19.0,true,0,0
134,1.080052632066298,508.0,9.0,81.0,95.0,false,1,1
136,0.9714208460385882,517.0,10.0,75.0,91.0,false,2,1
137,1.1543714747472924,518.0,9.0,88.0,103.0,false,2,1
141,0.8172640288744918,528.0,12.0,75.0,92.0,false,1,1
157,0.813846582186537,602.0,0.0,0.0,20.0,true,0,0
159,1.070306619589344,608.0,0.0,0.0,15.0,true,0,0
160,1.0712490137814508,610.0,0.0,0.0,15.0,true,0,0
143,0.9889848624825196,537.0,10.0,80.0,95.0,false,1,1
138,1.0599582623939605,520.0,9.0,100.0,116.0,false,2,1
163,0.8598020732248035,626.0,0.0,0.0,19.0,true,0,0
