CAR_NUMBER,AGGRESSIVENESS,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED,FINAL_LANE
47,0.9608511676708906,220.0,0.0,0.0,17.0,true,0,0
48,0.9847570648291548,222.0,0.0,0.0,16.0,true,0,0
44,1.0799245234532933,210.0,9.0,24.0,38.0,false,1,1
52,1.1065758373067187,233.0,0.0,0.0,15.0,true,0,0
51,0.8917917024079927,231.0,0.0,0.0,18.0,true,0,0
43,0.9585671133291859,208.0,10.0,28.0,45.0,false,2,1
45,0.9576978616249097,213.0,10.0,35.0,51.0,false,1,1
49,1.0862837694264202,226.0,9.0,24.0,39.0,false,2,1
55,1.0644587889745756,250.0,0.0,0.0,15.0,true,0,0
56,0.9456295242703032,253.0,0.0,0.0,17.0,true,0,0
57,1.1969140038,258.0,0.0,0.0,14.0,true,0,0
46,1.0449949857962653,219.0,10.0,43.0,58.0,false,1,1
50,0.7658527504510005,230.0,13.0,34.0,52.0,false,2,2
53,0.9528744918277328,237.0,11.0,41.0,58.0,false,2,1
60,0.9106704971677579,282.0,0.0,0.0,18.0,true,0,0
61,0.9312693694248069,284.0,0.0,0.0,17.0,true,0,0
54,0.854613822036005,247.0,12.0,45.0,63.0,false,2,1
64,1.0435991373321893,293.0,0.0,0.0,16.0,true,0,0
65,1.0997180571971876,294.0,0.0,0.0,15.0,true,0,0
58,0.9544787366024138,270.0,10.0,25.0,41.0,false,1,1
66,0.8879635060306522,300.0,0.0,0.0,18.0,true,0,0
67,1.1160218904352874,303.0,0.0,0.0,15.0,true,0,0
68,1.1326652474769878,307.0,0.0,0.0,14.0,true,0,0
62,1.2055852198397916,287.0,8.0,23.0,38.0,false,2,1
59,0.8851930750538345,277.0,11.0,32.0,48.0,false,1,1
63,0.9632078276825171,292.0,10.0,32.0,48.0,false,2,2
70,0.9986692418573805,338.0,0.0,0.0,16.0,true,0,0
71,1.209454329767613,340.0,0.0,0.0,14.0,true,0,0
69,1.0500970254066138,328.0,9.0,24.0,40.0,false,2,1
73,1.1256380523357166,353.0,0.0,0.0,14.0,true,0,0
72,0.9952538695960584,343.0,10.0,25.0,40.0,false,1,1
74,0.8869041933781531,354.0,11.0,26.0,43.0,false,2,1
78,0.9238145812781728,378.0,0.0,0.0,18.0,true,0,0
79,1.024136052069304,381.0,0.0,0.0,16.0,true,0,0
80,0.8690441621245532,385.0,0.0,0.0,19.0,true,0,0
75,1.0419665037776658,361.0,10.0,33.0,49.0,false,2,1
77,0.953534416337709,369.0,11.0,26.0,42.0,false,1,1
82,1.0891432918268227,396.0,0.0,0.0,15.0,true,0,0
76,0.8949261605645954,364.0,11.0,44.0,61.0,false,2,1
84,0.9430077040424069,409.0,0.0,0.0,17.0,true,0,0
81,0.8190012863803513,389.0,12.0,27.0,44.0,false,1,1
85,1.010462087920332,417.0,0.0,0.0,16.0,true,0,0
87,1.1076083969797743,420.0,0.0,0.0,15.0,true,0,0
88,1.027001337157349,421.0,0.0,0.0,16.0,true,0,0
83,1.1144549128093262,405.0,9.0,24.0,39.0,false,2,1
90,0.9810920303377847,430.0,0.0,0.0,17.0,true,0,0
91,1.1097566498937963,434.0,0.0,0.0,15.0,true,0,0
94,1.17084483188447,440.0,0.0,0.0,14.0,true,0,0
93,0.9206563412193691,438.0,0.0,0.0,18.0,true,0,0
86,1.129425607585713,419.0,9.0,24.0,38.0,false,1,1
95,0.9349806995779808,441.0,0.0,0.0,17.0,true,0,0
98,0.8631302250500883,451.0,0.0,0.0,19.0,true,0,0
89,1.1336894717259094,422.0,9.0,35.0,49.0,false,1,1
92,1.0537698772863802,435.0,9.0,24.0,39.0,false,2,2
100,1.0785797291571153,465.0,0.0,0.0,15.0,true,0,0
101,1.0360200963054083,466.0,0.0,0.0,16.0,true,0,0
96,1.1265061073201397,442.0,9.0,31.0,46.0,false,2,1
102,0.7640544420493742,468.0,0.0,0.0,21.0,true,0,0
105,1.0772099511151196,477.0,0.0,0.0,15.0,true,0,0
99,1.0652342679289557,457.0,9.0,24.0,39.0,false,1,1
106,0.9974454302949254,481.0,0.0,0.0,16.0,true,0,0
108,1.053043142750855,486.0,0.0,0.0,15.0,true,0,0
97,1.0633694711608506,449.0,9.0,38.0,54.0,false,2,1
110,0.9587647211292192,493.0,0.0,0.0,17.0,true,0,0
103,0.9011388220712342,473.0,11.0,26.0,42.0,false,1,1
104,1.146122085905175,474.0,9.0,27.0,42.0,false,2,1
111,1.0141944880886153,503.0,0.0,0.0,16.0,true,0,0
107,0.8854476554173356,483.0,11.0,30.0,46.0,false,1,1
112,0.874897120180533,513.0,0.0,0.0,18.0,true,0,0
113,0.8361297644752957,520.0,0.0,0.0,19.0,true,0,0
109,0.9834446236526971,488.0,10.0,39.0,54.0,false,1,1
115,0.9471613373183203,529.0,0.0,0.0,17.0,true,0,0
116,0.8609066878498597,537.0,0.0,0.0,19.0,true,0,0
117,1.0520032955636827,543.0,0.0,0.0,15.0,true,0,0
114,0.8931199708473,522.0,11.0,26.0,42.0,false,2,2
118,0.9754272765918113,544.0,10.0,25.0,40.0,false,1,1
124,1.0034700652720185,571.0,0.0,0.0,16.0,true,0,0
125,1.078112627726301,574.0,0.0,0.0,15.0,true,0,0
121,1.0045262234727144,553.0,10.0,25.0,41.0,false,2,1
126,0.9732838672784925,576.0,0.0,0.0,17.0,true,0,0
119,1.0325358485749907,546.0,10.0,37.0,52.0,false,1,1
127,0.9396351928103297,582.0,0.0,0.0,17.0,true,0,0
130,1.0992328970955603,590.0,0.0,0.0,15.0,true,0,0
122,0.9709308680575246,563.0,10.0,29.0,45.0,false,2,1
120,1.0396331955793379,548.0,10.0,49.0,64.0,false,1,1
134,0.8867869761999818,598.0,0.0,0.0,18.0,true,0,0
123,0.9283305125718052,564.0,11.0,42.0,59.0,false,2,1
128,0.9390325125438984,586.0,11.0,26.0,42.0,false,1,1
133,1.2036345783806928,596.0,8.0,24.0,39.0,false,2,1
129,1.0716220580547833,589.0,9.0,37.0,52.0,false,1,1
135,1.0145754923690726,605.0,10.0,29.0,45.0,false,2,1
141,0.9045255659397765,631.0,0.0,0.0,18.0,true,0,0
131,1.0085121589550274,592.0,10.0,48.0,63.0,false,1,1
145,0.8642324480397553,642.0,0.0,0.0,19.0,true,0,0
136,1.0490550885747185,608.0,9.0,40.0,56.0,false,2,1
132,1.0947528780494242,593.0,9.0,61.0,75.0,false,1,1
146,1.093583513305437,654.0,0.0,0.0,15.0,true,0,0
147,0.9260088501703432,658.0,0.0,0.0,17.0,true,0,0
139,1.2018679155312813,624.0,8.0,38.0,53.0,false,2,1
137,1.090556597029085,618.0,9.0,50.0,64.0,false,1,1
148,0.893254379630605,664.0,0.0,0.0,18.0,true,0,0
140,1.0215010553041333,626.0,10.0,50.0,66.0,false,2,1
138,1.1751820063378267,619.0,8.0,63.0,77.0,false,1,1
151,0.9518157843783851,682.0,0.0,0.0,17.0,true,0,0
142,1.0666767008727427,635.0,9.0,55.0,71.0,false,2,1
144,0.9392901520845951,641.0,11.0,55.0,71.0,false,1,1
143,0.981447905602441,640.0,10.0,64.0,80.0,false,2,1
149,0.9797409895479751,674.0,10.0,36.0,51.0,false,1,1
153,1.0106695016100191,687.0,10.0,31.0,47.0,false,2,1
150,0.9961485649751904,675.0,10.0,49.0,64.0,false,1,1
162,1.1394351096582325,732.0,0.0,0.0,14.0,true,0,0
154,0.737428916281748,690.0,14.0,42.0,62.0,false,2,1
164,1.059586391717169,740.0,0.0,0.0,15.0,true,0,0
165,1.099555281326974,741.0,0.0,0.0,15.0,true,0,0
152,0.6727414751349922,683.0,15.0,55.0,75.0,false,1,1
166,0.98567980377743,744.0,0.0,0.0,16.0,true,0,0
155,0.7504517034127293,696.0,13.0,50.0,69.0,false,2,1
168,1.0538614380488474,749.0,0.0,0.0,15.0,true,0,0
156,1.004271553626997,711.0,10.0,41.0,56.0,false,1,1
171,0.9328007664493375,757.0,0.0,0.0,17.0,true,0,0
159,1.0542142337033054,722.0,9.0,38.0,54.0,false,2,1
172,0.8930313320669321,758.0,0.0,0.0,18.0,true,0,0
157,1.0303221832647984,712.0,10.0,54.0,69.0,false,1,1
173,0.8306343605248848,765.0,0.0,0.0,19.0,true,0,0
174,0.9028742512938502,766.0,0.0,0.0,18.0,true,0,0
177,0.9976955364170338,774.0,0.0,0.0,16.0,true,0,0
160,0.8660324696588826,723.0,12.0,51.0,69.0,false,2,1
178,1.2464918932963613,778.0,0.0,0.0,13.0,true,0,0
158,1.0387166523959894,714.0,10.0,66.0,81.0,false,1,1
179,1.1458905813923728,781.0,0.0,0.0,14.0,true,0,0
161,1.0189462591632192,731.0,10.0,57.0,73.0,false,2,1
167,0.9945109774075381,748.0,10.0,46.0,61.0,false,1,1
181,1.0686034227483392,798.0,0.0,0.0,15.0,true,0,0
163,0.9616196149812737,737.0,10.0,65.0,82.0,false,2,1
182,0.9924905855943902,802.0,0.0,0.0,16.0,true,0,0
169,0.9704099593175229,753.0,10.0,55.0,70.0,false,1,1
175,1.046310997087539,767.0,10.0,49.0,65.0,false,2,1
186,1.0005708423288413,816.0,0.0,0.0,16.0,true,0,0
170,1.157066042783251,756.0,9.0,66.0,80.0,false,1,1
189,1.1824930605986652,825.0,0.0,0.0,14.0,true,0,0
187,0.9234469277352285,822.0,0.0,0.0,18.0,true,0,0
188,0.915814173340373,823.0,0.0,0.0,18.0,true,0,0
176,0.8970439252996671,773.0,11.0,57.0,74.0,false,2,1
190,0.8624121106364642,827.0,0.0,0.0,19.0,true,0,0
183,0.9880365786130966,806.0,10.0,30.0,45.0,false,1,1
193,1.1334882637373929,845.0,0.0,0.0,14.0,true,0,0
180,0.9511644745510379,794.0,11.0,50.0,67.0,false,2,1
194,0.9670421035710333,849.0,0.0,0.0,17.0,true,0,0
184,0.8478837054867772,807.0,12.0,43.0,60.0,false,1,1
197,1.168307034234446,856.0,0.0,0.0,14.0,true,0,0
196,0.8440928529838885,855.0,0.0,0.0,19.0,true,0,0
191,0.8657497153074883,829.0,12.0,29.0,47.0,false,2,1
198,0.961625234789612,859.0,0.0,0.0,17.0,true,0,0
199,1.0731632397826756,864.0,0.0,0.0,15.0,true,0,0
185,0.9043626942735186,815.0,11.0,49.0,65.0,false,1,1
192,0.9632041408540161,836.0,10.0,36.0,53.0,false,2,1
195,1.1150887290208165,852.0,9.0,26.0,40.0,false,1,1
202,1.0223446325352288,880.0,0.0,0.0,16.0,true,0,0
204,0.9036256983988599,883.0,0.0,0.0,18.0,true,0,0
207,1.0507541035050487,889.0,0.0,0.0,15.0,true,0,0
200,0.8663873854606211,867.0,12.0,27.0,44.0,false,1,1
201,1.0827303075905812,877.0,9.0,24.0,38.0,false,2,2
211,0.9213597860668375,902.0,0.0,0.0,18.0,true,0,0
213,0.950692416653299,909.0,0.0,0.0,17.0,true,0,0
203,0.9213002667766192,881.0,11.0,34.0,51.0,false,2,1
209,1.0639948098255245,898.0,9.0,24.0,39.0,false,1,1
216,1.0633751222771861,922.0,0.0,0.0,15.0,true,0,0
215,0.9412967994698918,921.0,0.0,0.0,17.0,true,0,0
205,0.9319910694105703,884.0,11.0,45.0,62.0,false,2,1
217,0.9343866181770787,928.0,0.0,0.0,17.0,true,0,0
210,0.9498961543278139,899.0,11.0,37.0,53.0,false,1,1
206,1.0648411647992162,886.0,9.0,57.0,73.0,false,2,1
212,0.9208651207043663,903.0,11.0,47.0,63.0,false,1,1
208,0.9002895140355681,890.0,11.0,67.0,84.0,false,2,1
214,0.9408181973580434,910.0,11.0,54.0,70.0,false,1,1
223,0.9480296735133101,964.0,0.0,0.0,17.0,true,0,0
218,0.9401192833142977,936.0,11.0,35.0,52.0,false,2,1
221,0.942048706826129,951.0,11.0,27.0,43.0,false,1,1
226,1.104262734627497,980.0,0.0,0.0,15.0,true,0,0
225,0.931369076061554,979.0,0.0,0.0,17.0,true,0,0
227,0.9237334596945728,982.0,0.0,0.0,18.0,true,0,0
