CAR_NUMBER,START_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
116,533,69.0,false,2
134,589,18.0,true,0
136,592,18.0,true,0
137,594,18.0,true,0
112,506,108.0,false,1
138,596,18.0,true,0
117,536,80.0,false,2
139,601,18.0,true,0
127,570,58.0,false,1
118,541,89.0,false,2
141,613,18.0,true,0
142,615,18.0,true,0
145,623,18.0,true,0
128,572,70.0,false,1
122,550,94.0,false,2
147,628,18.0,true,0
148,631,18.0,true,0
131,580,76.0,false,1
151,639,18.0,true,0
124,553,105.0,false,2
153,642,18.0,true,0
132,581,89.0,false,1
125,557,115.0,false,2
157,661,18.0,true,0
159,665,18.0,true,0
133,582,102.0,false,1
160,667,18.0,true,0
140,610,76.0,false,2
161,668,18.0,true,0
135,590,108.0,false,1
143,617,83.0,false,2
162,683,18.0,true,0
163,686,18.0,true,0
154,643,69.0,false,1
144,619,95.0,false,2
166,696,18.0,true,0
155,651,75.0,false,1
146,625,103.0,false,2
170,716,18.0,true,0
171,720,18.0,true,0
156,656,84.0,false,1
172,722,18.0,true,0
149,636,106.0,false,2
173,729,18.0,true,0
174,732,18.0,true,0
158,664,90.0,false,1
150,637,119.0,false,2
175,738,18.0,true,0
176,743,18.0,true,0
179,748,18.0,true,0
164,688,80.0,false,1
180,750,18.0,true,0
152,640,130.0,false,2
185,761,18.0,true,0
186,763,18.0,true,0
165,691,91.0,false,1
187,766,18.0,true,0
188,770,18.0,true,0
189,773,18.0,true,0
177,744,48.0,false,2
190,776,18.0,true,0
167,702,94.0,false,1
191,779,18.0,true,0
193,783,18.0,true,0
195,787,18.0,true,0
178,747,59.0,false,2
168,707,103.0,false,1
196,795,18.0,true,0
181,754,66.0,false,2
197,802,18.0,true,0
198,804,18.0,true,0
169,712,112.0,false,1
199,807,18.0,true,0
200,808,18.0,true,0
182,755,79.0,false,2
192,782,56.0,false,1
203,826,18.0,true,0
183,757,91.0,false,2
194,786,66.0,false,1
204,837,18.0,true,0
184,760,102.0,false,2
201,810,56.0,false,1
207,854,18.0,true,0
209,856,18.0,true,0
210,857,18.0,true,0
202,816,64.0,false,1
212,868,18.0,true,0
205,848,48.0,false,2
213,879,18.0,true,0
214,889,18.0,true,0
206,853,57.0,false,2
217,896,18.0,true,0
208,855,69.0,false,2
220,911,18.0,true,0
222,919,18.0,true,0
211,861,77.0,false,2
215,892,48.0,false,1
216,893,61.0,false,1
224,937,18.0,true,0
225,944,18.0,true,0
221,916,48.0,false,2
218,898,70.0,false,1
229,954,18.0,true,0
223,926,52.0,false,2
230,961,18.0,true,0
219,902,80.0,false,1
232,964,18.0,true,0
235,975,18.0,true,0
226,947,48.0,false,2
238,981,18.0,true,0
228,952,48.0,false,1
